bidPrice,bidSize,askPrice,askSize,lastSalePrice,lastSaleSize,volume,time
57.4,100,58.77,100,57.975,143,251187,9:36:13
57.4,100,58.77,100,57.93,100,251287,9:37:0
57.4,100,58.77,100,57.965,100,251387,9:37:14
57.4,100,57.92,100,57.965,100,251387,9:38:3
57.4,100,58.77,100,57.875,95,251882,9:38:16
57.4,100,57.86,100,57.865,25,252113,9:39:5
57.4,100,58.77,100,57.865,25,252113,9:39:19
57.86,100,58.77,100,57.86,100,252725,9:40:7
57.4,100,58.77,100,57.87,400,253725,9:40:21
57.4,100,57.94,400,57.95,100,254625,9:41:10
57.92,100,58.77,100,57.95,100,254625,9:41:24
57.92,100,58.77,100,57.95,100,254625,9:42:13
57.94,100,58.77,100,57.925,100,254725,9:42:30
57.92,100,58.77,100,57.945,100,255302,9:43:21
57.4,100,58.77,100,57.945,100,255302,9:43:33
57.4,100,58.77,100,58.005,100,255902,9:44:23
57.4,100,58.05,100,58.025,100,256202,9:44:35
57.4,100,58.77,100,58.055,100,257376,9:45:26
57.4,100,58.04,100,58.055,100,257376,9:45:38
58,200,58.77,100,58.015,100,257576,9:46:31
57.4,100,58.77,100,58.015,100,257576,9:46:41
57.4,100,58.02,100,58.02,2,257778,9:47:34
57.98,100,58.77,100,58,4,257782,9:47:43
57.4,100,58.07,100,58.06,100,258016,9:48:40
57.4,100,58.08,100,58.07,100,258116,9:48:49
57.4,100,58.77,100,58.09,33,260660,9:49:45
57.4,100,58.77,100,58.09,33,260660,9:49:51
57.4,100,58.03,100,58.09,33,260660,9:50:48
57.4,100,58.77,100,58.09,33,260660,9:50:54
57.4,100,58.04,100,58.025,123,261394,9:51:49
57.4,100,58.04,100,58.045,101,261495,9:51:56
57.4,100,58.77,100,58.045,101,261495,9:52:49
58.05,100,58.77,100,58.045,101,261495,9:52:58
57.4,100,58.77,100,58.11,100,262995,9:53:52
57.4,100,58.77,100,58.11,100,262995,9:54:3
57.4,100,58.12,100,58.085,100,263455,9:54:54
57.4,100,58.77,100,58.1,89,263655,9:55:6
57.4,100,58.77,100,58.105,100,264155,9:55:57
57.4,100,58.77,100,58.09,9,264264,9:56:9
57.4,100,58.77,100,58.09,9,264264,9:57:0
57.4,100,58.77,100,58.075,100,264364,9:57:12
58.01,100,58.1,100,58.05,100,264664,9:58:2
58.01,100,58.11,100,58.09,3,264668,9:58:14
58.01,100,58.77,100,58.11,100,265368,9:59:5
58.07,100,58.09,200,58.095,200,265568,9:59:17
58.01,100,58.77,100,58.07,3,265771,10:0:11
58.01,100,58.77,100,58.055,100,265871,10:0:19
57.4,100,58.77,100,58.04,100,266271,10:1:11
58.09,100,58.77,100,58.085,100,266671,10:1:22
58.1,100,58.11,200,58.095,100,267122,10:2:14
57.4,100,58.09,100,58.085,100,267422,10:2:23
58.03,200,58.04,100,58.035,100,267927,10:3:56
57.4,100,58.77,100,58.015,100,269454,10:4:58
57.4,100,58.77,100,58.005,100,271455,10:6:2
57.4,100,58.77,100,58.005,100,273155,10:7:5
58.03,100,58.04,100,58.035,100,273788,10:8:16
57.4,100,58.77,100,57.985,100,274088,10:9:29
57.4,100,57.99,100,57.995,200,274488,10:10:32
57.4,100,58.77,100,58.015,100,274688,10:11:36
58,100,58.77,100,58.005,100,274988,10:12:40
57.4,100,57.98,100,57.985,100,275497,10:13:44
57.95,100,57.97,100,57.955,100,276050,10:14:49
57.98,100,58.77,100,57.985,100,276797,10:15:53
57.4,100,58.77,100,58.035,100,277797,10:16:57
57.4,100,58.07,100,58.055,100,278546,10:17:59
57.4,100,58.09,219,58.085,100,278947,10:19:6
57.4,100,58.77,100,58.095,100,279566,10:19:29
57.4,100,58.13,100,58.125,100,281366,10:20:10
58.09,100,58.13,100,58.115,100,281666,10:20:29
58.07,100,58.77,100,58.065,100,282973,10:21:14
57.4,100,58.77,100,58.075,12,282985,10:21:30
57.4,100,58.03,100,58.025,100,283297,10:22:22
57.4,100,58.03,100,58.025,100,283297,10:22:32
57.4,100,58.04,200,58.025,100,283697,10:23:25
57.4,100,58.04,200,58.025,100,283697,10:23:39
57.4,100,58.77,100,58.025,100,284198,10:24:29
57.4,100,58.77,100,58.025,100,284198,10:24:43
57.4,100,58.06,100,58.06,100,284498,10:25:29
58.02,100,58.77,100,58.035,100,284598,10:25:45
57.4,100,57.96,100,57.975,200,284798,10:26:49
57.4,100,57.96,100,57.975,200,284798,10:26:49
57.4,100,57.98,200,57.985,100,285198,10:27:50
57.4,100,57.98,200,57.985,100,285198,10:27:50
57.92,200,58.77,100,57.915,300,285503,10:28:50
57.92,200,58.77,100,57.915,300,285503,10:28:50
57.92,100,58.77,100,57.915,100,286003,10:29:55
57.92,100,58.77,100,57.915,100,286003,10:29:55
57.4,100,57.91,100,57.935,100,286106,10:30:57
57.4,100,57.91,100,57.935,100,286106,10:30:57
57.94,100,58.77,100,57.93,100,286806,10:32:8
57.94,100,58.77,100,57.93,100,286806,10:32:9
57.4,100,57.94,100,57.925,200,287106,10:33:10
57.4,100,57.94,100,57.925,200,287106,10:33:10
57.4,100,57.92,100,57.92,100,287606,10:34:12
57.4,100,57.92,100,57.92,100,287606,10:34:17
57.4,100,57.94,100,57.92,100,287907,10:35:15
57.4,100,57.94,100,57.92,100,287907,10:35:18
57.4,100,57.93,100,57.92,100,287907,10:36:18
57.4,100,57.93,100,57.92,100,287907,10:36:18
57.4,100,57.88,100,57.86,100,288207,10:37:19
57.4,100,57.87,100,57.86,100,288207,10:37:19
57.4,100,58.77,100,57.835,108,288715,10:38:19
57.4,100,58.77,100,57.835,108,288715,10:38:19
57.83,100,57.89,100,57.88,2,289227,10:39:22
57.83,100,57.89,100,57.88,2,289227,10:39:26
57.83,100,57.89,200,57.91,1,289428,10:40:26
57.83,100,57.89,200,57.91,1,289428,10:40:26
57.89,100,58.77,100,57.885,100,289528,10:41:28
57.89,100,58.77,100,57.885,100,289528,10:41:30
57.88,100,58.77,100,57.89,100,289829,10:42:29
57.83,100,57.89,100,57.89,100,289829,10:42:32
57.4,100,57.86,100,57.89,100,289829,10:43:32
57.4,100,57.86,100,57.89,100,289829,10:43:35
57.4,100,58.77,100,57.84,8,289937,10:44:35
57.4,100,58.77,100,57.84,8,289937,10:44:37
57.4,100,58.77,100,57.78,100,290137,10:45:37
57.4,100,57.81,100,57.78,100,290137,10:45:43
57.4,100,57.81,100,57.78,100,290137,10:46:40
57.81,100,58.77,100,57.78,100,290137,10:46:46
57.4,100,57.85,100,57.845,100,290637,10:47:44
57.4,100,58.77,100,57.845,100,290637,10:47:57
57.4,100,58.77,100,57.805,100,290737,10:48:49
57.4,100,58.77,100,57.805,100,290737,10:48:57
57.4,100,57.83,200,57.805,100,290737,10:49:52
57.4,100,58.77,100,57.805,100,290737,10:49:58
57.4,100,57.79,100,57.825,100,290837,10:50:59
57.4,100,57.79,100,57.825,100,290837,10:50:59
57.4,100,57.8,200,57.81,58,291037,10:52:17
57.4,100,57.8,200,57.81,58,291037,10:52:17
57.79,100,57.8,100,57.78,100,291237,10:53:23
57.79,100,57.8,100,57.78,100,291237,10:53:23
57.4,100,57.81,100,57.785,100,291437,10:54:25
57.4,100,57.81,100,57.785,100,291437,10:54:25
57.4,100,57.89,100,57.85,100,291637,10:55:27
57.4,100,57.89,100,57.85,100,291637,10:55:28
57.84,100,58.77,100,57.845,100,292037,10:56:32
57.4,100,57.86,100,57.845,100,292037,10:56:32
57.4,100,58.77,100,57.845,100,292037,10:57:32
57.4,100,58.77,100,57.845,100,292037,10:57:32
57.4,100,57.81,100,57.83,100,292637,10:58:49
57.4,100,57.81,100,57.83,100,292637,10:58:49
57.82,100,58.77,100,57.825,100,293137,10:59:50
57.4,100,58.77,100,57.825,100,293137,10:59:51
57.4,100,57.82,100,57.815,100,293341,11:0:51
57.4,100,57.82,100,57.815,100,293341,11:0:52
57.82,100,58.77,100,57.81,100,293857,11:1:52
57.82,100,58.77,100,57.81,100,293857,11:1:52
57.4,100,57.84,100,57.825,100,294157,11:2:53
57.4,100,57.84,100,57.825,100,294157,11:2:53
57.4,100,57.87,100,57.855,100,294557,11:3:53
57.4,100,57.87,100,57.855,100,294557,11:3:53
57.4,100,57.87,100,57.865,100,294657,11:5:10
57.83,100,57.87,100,57.865,100,294657,11:5:10
57.4,100,57.84,200,57.835,100,294758,11:6:11
57.4,100,57.84,200,57.835,100,294758,11:6:11
57.4,100,57.82,100,57.815,100,295058,11:7:13
57.4,100,57.82,100,57.815,100,295058,11:7:13
57.4,100,57.8,100,57.795,40,295298,11:8:16
57.4,100,57.8,100,57.795,40,295298,11:8:16
57.4,100,57.84,200,57.8,100,295398,11:9:19
57.79,100,57.84,200,57.8,100,295398,11:9:22
57.4,100,57.84,200,57.785,100,295698,11:10:23
57.4,100,57.84,200,57.785,100,295698,11:10:23
57.4,100,57.75,100,57.755,100,297598,11:11:26
57.4,100,57.75,100,57.755,100,297598,11:11:26
57.77,100,58.77,100,57.75,93,297698,11:12:26
57.77,100,58.77,100,57.75,93,297698,11:12:26
57.4,100,57.8,100,57.78,100,297898,11:13:29
57.4,100,57.8,100,57.78,100,297898,11:13:29
57.77,100,57.79,100,57.785,198,298296,11:14:47
57.4,100,58.77,100,57.785,198,298296,11:14:49
57.4,100,57.79,100,57.775,100,298494,11:15:50
57.4,100,57.79,100,57.775,100,298494,11:15:50
57.4,100,57.77,100,57.775,20,298914,11:16:50
57.4,100,57.78,100,57.775,20,298914,11:16:51
57.4,100,57.76,100,57.775,20,298914,11:17:51
57.4,100,57.76,100,57.775,20,298914,11:17:52
57.77,100,57.79,100,57.755,100,299214,11:18:53
57.77,100,57.79,100,57.755,100,299214,11:18:53
57.4,100,57.79,100,57.755,100,299314,11:19:53
57.4,100,57.76,100,57.755,100,299314,11:19:53
57.75,100,57.79,100,57.76,100,299514,11:20:56
57.75,100,57.79,100,57.76,100,299514,11:20:56
57.4,100,57.79,100,57.775,1,299515,11:21:59
57.4,100,57.79,100,57.775,1,299515,11:21:59
