bidPrice,bidSize,askPrice,askSize,lastSalePrice,lastSaleSize,volume,time
55.05,100,56.59,100,56.575,100,91870,9:13:5
55.05,100,56.57,100,56.575,100,92670,9:14:7
55.05,100,56.7,200,56.58,100,92970,9:15:9
56.59,200,56.7,200,56.575,200,93270,9:16:14
56.62,100,56.7,200,56.625,6,93559,9:17:16
55.05,100,56.66,100,56.635,75,94651,9:18:21
55.05,100,56.61,100,56.61,100,94960,9:19:27
55.05,100,56.64,100,56.625,100,96116,9:20:29
55.05,100,57,200,56.625,100,96116,9:21:31
56.62,200,56.65,100,56.64,100,96316,9:22:33
56.63,100,56.66,100,56.65,100,96716,9:23:35
55.05,100,56.68,100,56.665,100,96916,9:24:36
55.05,100,56.7,200,56.715,100,97030,9:25:38
55.05,100,56.7,100,56.68,100,97732,9:26:41
56.73,100,57,200,56.725,100,98684,9:27:58
55.05,100,56.73,100,56.725,100,99315,9:28:59
55.05,100,57,200,56.77,200,99989,9:30:5
55.05,100,56.83,100,56.855,100,100511,9:31:6
55.05,100,56.83,100,56.835,100,102732,9:32:7
55.05,100,57,200,56.795,100,102932,9:33:11
56.88,100,57,200,56.865,100,103532,9:34:14
56.81,100,57,200,56.845,100,103632,9:35:15
55.05,100,56.81,100,56.8,100,104232,9:36:16
55.05,100,56.84,100,56.825,100,104632,9:37:22
55.05,100,56.81,100,56.795,137,105087,9:38:23
56.82,200,57,200,56.83,100,105721,9:39:25
55.05,100,57,200,56.82,100,105921,9:40:26
55.05,100,56.81,200,56.805,125,106146,9:41:29
55.05,100,56.8,100,56.795,100,106656,9:42:30
55.05,100,56.84,100,56.835,100,106986,9:43:33
56.8,100,57,200,56.805,100,107298,9:44:36
56.77,100,57,200,56.755,100,107496,9:45:37
55.05,100,57,200,56.845,100,107696,9:46:39
55.05,100,56.89,100,56.845,100,107696,9:47:40
55.05,100,57,200,56.885,9,108005,9:48:41
56.88,100,57,200,56.88,100,108407,9:49:42
56.91,100,57,200,56.915,100,110108,9:50:48
56.95,100,57,200,56.92,100,110308,9:51:49
56.97,100,57,200,56.95,100,110408,9:52:50
55.05,100,57,200,56.945,100,110704,9:53:53
55.05,100,56.89,100,56.885,200,113120,9:54:59
55.05,100,56.93,100,56.93,4,113324,9:56:1
55.05,100,57,200,56.93,4,113324,9:57:4
55.05,100,57,200,56.985,100,113626,9:58:7
55.05,100,57,200,56.995,500,114226,9:59:8
57.02,100,0,0,57.02,6,114648,10:0:10
57.03,100,0,0,57.04,100,114975,10:1:12
57.07,100,0,0,57.08,100,115375,10:2:13
55.05,100,0,0,57.075,14,115392,10:3:15
55.05,100,0,0,56.995,100,115992,10:4:18
55.05,100,57.02,100,57.02,100,117036,10:5:23
55.05,100,0,0,57.025,21,117158,10:6:26
55.05,100,0,0,56.995,100,118208,10:7:27
55.05,100,0,0,57.025,100,118408,10:8:29
55.05,100,57.01,100,57.02,21,118429,10:9:32
57,200,0,0,57.01,100,118771,10:10:33
55.05,100,57.01,100,57.02,3,118774,10:11:35
55.05,100,57.03,100,57.015,117,119125,10:12:36
55.05,100,57.02,200,57.025,100,119238,10:13:37
55.05,100,56.96,200,56.955,115,119654,10:14:39
55.05,100,56.96,200,56.955,61,119715,10:15:40
56.94,100,0,0,56.93,100,120215,10:16:42
55.05,100,56.94,100,56.935,100,120718,10:17:43
55.05,100,56.9,100,56.925,1,121280,10:18:45
55.05,100,0,0,56.925,8,121913,10:19:46
56.95,100,0,0,56.955,15,121947,10:20:48
56.95,100,0,0,56.955,119,122338,10:21:49
55.05,100,0,0,56.905,100,122538,10:22:58
55.05,100,56.95,100,56.935,100,122838,10:24:0
55.05,100,0,0,56.905,15,122953,10:25:3
55.05,100,56.92,100,56.91,99,123052,10:26:5
55.05,100,56.93,100,56.905,172,123226,10:27:6
56.9,100,56.93,100,56.925,100,123327,10:28:9
55.05,100,0,0,56.9,100,123427,10:29:12
55.05,100,0,0,56.925,100,123909,10:30:13
55.05,100,0,0,56.93,100,124112,10:31:14
55.05,100,56.97,200,56.96,100,124322,10:32:16
55.05,100,0,0,56.945,14,124336,10:33:17
56.91,100,56.92,100,56.935,1,124337,10:34:23
55.05,100,56.86,200,56.84,100,124437,10:35:24
55.05,100,56.82,100,56.82,83,124720,10:36:26
55.05,100,56.81,100,56.8,100,124821,10:37:28
56.83,100,56.86,100,56.82,100,125121,10:38:30
56.86,100,0,0,56.9,1,125418,10:39:33
55.05,100,56.86,100,56.855,12,125443,10:40:35
56.85,100,0,0,56.855,100,125543,10:41:38
56.87,100,0,0,56.865,1,125744,10:42:40
56.88,100,0,0,56.885,6,125756,10:43:42
55.05,100,56.88,100,56.885,116,125873,10:44:44
55.05,100,56.86,100,56.855,7,126199,10:45:49
55.05,100,0,0,56.855,3,126329,10:46:50
55.05,100,0,0,56.855,100,126531,10:47:51
56.81,100,0,0,56.815,1,126968,10:48:57
55.05,100,56.78,100,56.79,100,127401,10:49:58
55.05,100,56.79,200,56.755,20,127446,10:51:1
55.05,100,56.78,200,56.775,6,127758,10:52:2
55.05,100,56.78,200,56.775,1,127786,10:53:4
55.05,100,56.77,100,56.765,4,127790,10:54:5
55.05,100,56.84,100,56.825,10,129059,10:55:6
55.05,100,56.84,200,56.835,1,129167,10:56:8
55.05,100,56.85,200,56.845,100,129767,10:57:11
55.05,100,56.86,200,56.845,1,129978,10:58:13
55.05,100,56.82,400,56.815,100,130849,10:59:15
55.05,100,56.81,100,56.805,100,131367,11:0:17
55.05,100,56.8,100,56.795,7,131525,11:1:19
55.05,100,56.81,100,56.795,3,131533,11:2:21
55.05,100,0,0,56.815,100,132277,11:3:27
55.05,100,56.85,100,56.835,1,132973,11:4:29
55.05,100,56.87,100,56.865,3,133281,11:5:45
55.05,100,56.84,100,56.835,1,133338,11:6:47
55.05,100,56.86,100,56.855,1,133573,11:7:48
55.05,100,0,0,56.855,1,133681,11:8:50
56.88,200,0,0,56.885,2,133923,11:9:55
55.05,100,56.9,100,56.9,3,133928,11:10:57
56.89,100,0,0,56.905,20,134125,11:11:59
55.05,100,56.88,100,56.895,22,134183,11:13:0
55.05,100,56.88,100,56.87,100,134383,11:14:2
56.9,100,0,0,56.905,10,135417,11:15:3
55.05,100,0,0,56.925,2,135451,11:16:4
55.05,100,56.95,100,56.93,100,135751,11:17:7
55.05,100,56.93,100,56.925,154,136023,11:18:9
56.9,200,0,0,56.93,1,136124,11:19:15
55.05,100,0,0,56.875,100,136424,11:20:17
55.05,100,56.92,100,56.87,59,136483,11:21:18
55.05,100,0,0,56.925,100,136783,11:22:35
55.05,100,0,0,56.935,100,136883,11:23:37
55.05,100,56.92,100,56.935,100,136883,11:24:41
55.05,100,0,0,56.935,100,136883,11:25:43
55.05,100,0,0,56.935,100,136983,11:26:49
56.96,100,0,0,56.965,12,138895,11:27:50
55.05,100,56.94,100,56.97,72,140277,11:28:53
55.05,100,0,0,56.92,11,140288,11:29:56
55.05,100,0,0,56.92,12,140310,11:30:59
55.05,100,0,0,56.92,12,140310,11:32:4
55.05,100,0,0,56.915,111,140433,11:33:10
55.05,100,0,0,56.915,111,140433,11:34:16
56.99,100,0,0,56.98,100,140933,11:35:21
55.05,100,56.96,100,56.98,100,140933,11:36:24
55.05,100,56.92,100,56.95,5,140938,11:37:27
56.93,200,0,0,56.95,5,140938,11:38:29
55.05,100,56.96,100,56.955,100,141242,11:39:32
55.05,100,0,0,56.965,465,142211,11:40:35
56.97,100,0,0,56.96,95,142306,11:41:40
55.05,100,56.95,100,56.945,100,142606,11:42:43
55.05,100,56.95,100,56.96,100,142706,11:43:46
55.05,100,56.93,100,56.915,100,142929,11:44:51
55.05,100,56.95,100,56.925,105,143134,11:45:53
55.05,100,0,0,56.905,111,143245,11:47:11
56.88,100,0,0,56.875,100,143445,11:48:13
56.89,100,0,0,56.895,100,143745,11:49:16
56.88,200,0,0,56.905,100,144145,11:50:19
55.05,100,56.89,200,56.885,100,144745,11:51:21
55.05,100,56.92,100,56.905,100,145345,11:52:21
56.89,100,0,0,56.915,100,145859,11:53:24
56.9,100,0,0,56.905,100,146159,11:54:26
56.89,100,0,0,56.885,5,146321,11:55:29
55.05,100,56.87,100,56.865,2,146346,11:56:31
55.05,100,0,0,56.885,10,146678,11:57:36
55.05,100,56.84,102,56.84,100,147092,11:58:39
55.05,100,56.85,100,56.845,100,147417,11:59:45
55.05,100,56.85,100,56.835,1,147787,12:0:48
55.05,100,0,0,56.865,3,148209,12:1:51
55.05,100,56.91,100,56.895,6,148567,12:2:51
56.87,200,56.91,100,56.875,2,148922,12:4:8
56.9,100,0,0,56.91,100,149267,12:5:11
56.93,200,0,0,56.925,9,149706,12:6:14
55.05,100,56.95,100,56.94,100,150209,12:7:17
55.05,100,56.96,100,56.95,100,150830,12:8:20
56.92,200,0,0,56.95,100,150830,12:9:22
55.05,100,56.95,100,56.94,100,150930,12:10:25
55.05,100,56.92,100,56.91,100,153230,12:11:31
55.05,100,56.93,100,56.915,100,153430,12:12:33
55.05,100,56.95,100,56.915,100,153630,12:13:39
55.05,100,56.95,200,56.945,259,154389,12:14:56
56.93,100,56.95,200,56.94,1,154793,12:15:59
55.05,100,56.97,100,56.95,100,155609,12:17:4
55.05,100,56.99,200,56.975,9,155818,12:18:5
56.97,100,0,0,56.975,100,156532,12:19:8
55.05,100,56.96,100,56.945,100,156732,12:20:11
56.95,100,0,0,56.945,100,156732,12:21:13
55.05,100,56.99,200,56.98,100,157232,12:22:18
56.97,200,56.98,100,56.975,100,157332,12:23:21
55.05,100,0,0,56.995,100,158432,12:24:38
55.05,100,56.99,100,56.985,1,158634,12:25:40
55.05,100,56.97,100,56.965,100,158736,12:26:43
56.97,100,56.99,100,56.955,6,159155,12:27:46
55.05,100,56.98,200,56.975,3,159571,12:28:49
56.98,100,56.99,100,56.995,5,159588,12:29:52
55.05,100,56.97,100,56.955,3,159920,12:30:55
56.99,100,0,0,56.985,1,160132,12:31:58
55.05,100,57,100,56.995,100,160248,12:33:7
56.98,100,0,0,56.995,5,160253,12:34:10
55.05,100,57,100,56.995,6,160581,12:35:12
55.05,100,56.99,100,56.98,100,160681,12:36:15
55.05,100,56.97,100,56.955,100,161292,12:37:21
55.05,100,0,0,56.97,100,161651,12:38:38
55.05,100,56.99,200,56.985,143,161998,12:39:40
56.97,100,0,0,56.975,3,162333,12:40:43
55.05,100,0,0,56.98,4,162346,12:42:1
56.98,100,0,0,56.985,112,162660,12:43:6
55.05,100,0,0,56.99,3,162663,12:44:9
55.05,100,56.98,100,56.975,3,162898,12:45:26
56.99,100,0,0,56.97,100,162998,12:46:32
55.05,100,0,0,56.97,100,162998,12:47:34
55.05,100,57.01,100,57.005,2,163202,12:48:37
56.99,100,0,0,57.01,7,163626,12:49:40
57,100,57.02,100,57.01,3,163629,12:50:40
56.99,100,0,0,57.02,5,163734,12:51:43
55.05,100,57.01,100,57.02,5,163734,12:52:46
57.05,100,0,0,57.04,100,164821,12:53:48
55.05,100,0,0,57.045,50,164871,12:54:51
57.07,100,0,0,57.08,12,164887,12:56:8
55.05,100,57.07,100,57.08,1,164888,12:57:11
55.05,100,0,0,57.045,1,165293,12:58:14
57.05,100,0,0,57.055,102,165409,12:59:16
55.05,100,0,0,57.07,100,166432,13:0:34
55.05,100,57.12,100,57.115,100,166827,13:1:36
55.05,100,0,0,57.13,100,168035,13:2:38
57.1,100,0,0,57.125,116,168265,13:3:44
55.05,100,0,0,57.155,100,168665,13:5:1
57.12,1900,57.16,100,57.13,11,169276,13:6:8
57.18,100,0,0,57.185,100,169776,13:7:15
57.19,100,0,0,57.2,100,170278,13:8:32
57.2,200,0,0,57.205,100,171792,13:9:35
57.23,100,0,0,57.235,2,172767,13:10:54
55.05,100,0,0,57.24,43,174606,13:11:57
55.05,100,0,0,57.265,100,175195,13:12:58
57.24,100,0,0,57.24,1,175196,13:14:2
55.05,100,57.27,300,57.26,100,175571,13:15:4
57.22,100,57.26,100,57.22,100,176104,13:16:7
55.05,100,57.24,100,57.23,83,176304,13:17:9
55.05,100,57.26,100,57.22,2,176406,13:18:11
55.05,100,57.26,100,57.22,100,176673,13:19:28
57.21,100,57.26,100,57.21,22,176695,13:20:31
55.05,100,57.26,100,57.235,1,176697,13:21:35
55.05,100,57.26,100,57.235,1,177001,13:22:35
55.05,100,57.23,100,57.235,1,177001,13:23:38
57.21,100,57.26,100,57.225,84,177109,13:24:40
55.05,100,57.23,100,57.235,100,177863,13:25:46
55.05,100,57.26,100,57.23,14,177879,13:26:52
55.05,100,57.24,200,57.225,1,177891,13:27:53
55.05,100,57.25,200,57.235,200,178092,13:28:58
55.05,100,57.25,200,57.23,7,178217,13:30:2
57.22,100,0,0,57.22,4,178771,13:31:7
55.05,100,0,0,57.185,143,179123,13:32:10
55.05,100,57.23,100,57.23,100,179527,13:33:13
55.05,100,57.23,100,57.22,100,180091,13:34:18
55.05,100,57.24,200,57.22,100,180091,13:35:21
55.05,100,57.2,200,57.19,100,180311,13:36:38
55.05,100,57.24,100,57.22,50,180911,13:37:41
57.24,100,0,0,57.25,2,182118,13:38:43
55.05,100,0,0,57.255,100,182874,13:39:50
55.05,100,0,0,57.255,38,183132,13:40:53
57.23,100,0,0,57.23,100,183332,13:42:10
55.05,100,57.26,100,57.255,10,183372,13:43:15
55.05,100,0,0,57.26,100,183601,13:44:21
55.05,100,57.23,100,57.225,100,183730,13:45:26
55.05,100,57.2,100,57.205,16,183746,13:46:29
57.18,100,0,0,57.18,9,183855,13:47:32
55.05,100,57.23,100,57.22,100,184355,13:48:34
55.05,100,57.23,100,57.225,100,184455,13:49:40
55.05,100,57.17,100,57.18,2,184658,13:50:47
55.05,100,57.18,200,57.17,61,185271,13:51:50
55.05,100,57.18,100,57.15,100,185986,13:52:52
55.05,100,0,0,57.23,10,186327,13:53:55
55.05,100,0,0,57.26,1,186800,13:55:1
57.28,100,0,0,57.295,100,187340,13:56:4
55.05,100,57.3,430,57.295,500,190560,13:57:8
57.29,300,0,0,57.3,100,193668,13:58:13
55.05,100,0,0,57.295,19,196475,13:59:19
