lastSaleTime,MSFT,AAPL,AMZN,GOOGL,BABA,FB,TSLA,JNJ,WMT,V,PG,JPM,TSM,MA,INTC,VZ,UNH,T,MRK,HD,NVS,KO,PFE,BAC,PEP,DIS,XOM,CSCO,TM,CHL,NFLX,ORCL,CMCSA,NVDA,ADBE,CVX,ABT,LLY,COST,BMY,SAP,NKE,AMGN,CRM,MCD,MDT,AZN,PM,TMO,MSFT_volume,AAPL_volume,AMZN_volume,GOOGL_volume,BABA_volume,FB_volume,TSLA_volume,JNJ_volume,WMT_volume,V_volume,PG_volume,JPM_volume,TSM_volume,MA_volume,INTC_volume,VZ_volume,UNH_volume,T_volume,MRK_volume,HD_volume,NVS_volume,KO_volume,PFE_volume,BAC_volume,PEP_volume,DIS_volume,XOM_volume,CSCO_volume,TM_volume,CHL_volume,NFLX_volume,ORCL_volume,CMCSA_volume,NVDA_volume,ADBE_volume,CVX_volume,ABT_volume,LLY_volume,COST_volume,BMY_volume,SAP_volume,NKE_volume,AMGN_volume,CRM_volume,MCD_volume,MDT_volume,AZN_volume,PM_volume,TMO_volume
1587648603.086174,174.09,275.83,2396.92,1265.0,210.38,184.12,0.0,154.01,130.0,167.765,118.61,0.0,52.895,0.0,59.74,58.025,0.0,29.4,80.245,0.0,88.31,45.995,36.4,0.0,132.59,100.97,43.12,41.83,0.0,0.0,420.31,52.23,0.0,288.09,338.81,86.195,95.89,156.855,307.64,61.345,0.0,0.0,229.155,153.675,186.0,0.0,0.0,0.0,0.0,791,2351,752,101,500,377,0,300,168,900,491,0,1515,0,579,5525,0,1700,100,0,100,7400,2400,0,100,102,930,201,0,0,214,100,0,688,393,287,200,600,100,200,0,0,100,100,100,0,0,0,0
1587648663.423379,173.92,275.98,2398.33,1263.15,209.79,183.4,727.1,154.295,129.58,167.69,118.965,89.45,52.9,258.78,59.98,58.17,0.0,29.43,80.665,203.74,88.41,45.9,36.52,21.91,132.59,100.48,43.17,41.935,0.0,0.0,420.72,52.345,35.86,287.11,338.81,86.18,96.47,156.0,306.75,61.5,115.265,88.77,229.535,154.45,186.3,96.65,50.27,0.0,335.91,3105,6898,1002,214,9154,2420,300,800,2222,3506,2841,725,5415,700,3679,6463,0,9175,2880,100,508,9001,3760,3100,100,503,10645,5601,0,0,742,849,1775,2005,393,1097,4787,3100,1000,1300,200,733,113,300,336,100,400,0,900
1587648723.633742,173.7,275.59,2396.88,1262.04,209.655,184.43,723.57,154.24,130.075,167.92,118.9,89.44,52.79,258.995,59.67,58.205,0.0,29.39,80.735,204.26,88.37,45.885,36.515,21.96,132.59,100.57,42.92,42.055,0.0,39.95,421.56,52.5,35.92,288.32,337.1,85.65,96.41,155.205,307.03,61.44,115.265,88.54,229.74,153.57,186.3,96.725,50.31,0.0,335.5,4252,13962,1054,514,12917,3385,857,1633,2922,6106,4985,1726,6580,1300,5415,7363,0,10180,3400,126,908,10255,4460,4888,100,1008,14970,7429,0,100,2074,3149,2675,3115,793,1747,5037,4000,1042,2300,200,1409,353,400,336,610,700,0,2600
1587648783.845487,174.21,276.63,2404.55,1262.04,210.0,185.24,722.94,154.55,130.58,168.38,118.855,89.96,52.75,260.625,59.68,58.275,281.27,29.49,80.87,205.04,88.55,46.03,36.57,22.04,132.62,100.65,42.96,42.205,0.0,39.95,424.5,52.635,35.98,289.505,337.1,85.81,96.74,155.26,307.38,61.58,115.265,88.74,230.66,154.125,185.89,96.77,50.31,73.07,336.58,5280,15441,1404,514,17126,5872,1382,2627,3822,7281,5697,4107,8490,1600,7615,9863,730,11625,3621,226,1008,11359,6803,8281,220,2616,15888,7849,0,100,3274,5049,9135,3515,793,1847,5943,5250,1142,2618,200,3148,453,600,1136,1010,700,423,3095
1587648844.071209,174.57,277.24,2411.32,1266.79,209.85,186.02,725.75,154.785,130.825,168.685,118.985,90.08,52.81,260.9,59.89,58.305,280.48,29.56,80.95,205.04,88.53,45.97,36.57,22.115,133.07,100.775,43.14,42.23,0.0,39.95,424.95,52.62,36.07,289.81,337.16,86.06,97.09,156.34,307.38,61.58,115.265,88.58,230.66,154.43,186.62,96.84,50.31,73.12,336.045,7402,17449,1675,557,18532,8173,2032,4511,7722,7581,12421,5927,9470,2100,11915,10760,930,12775,4121,226,1108,11660,7103,9875,320,3016,17284,7949,0,100,4700,6749,11084,3915,803,2627,6946,7050,1142,2618,200,3948,453,1600,1361,1410,700,442,3770
1587648904.293266,174.945,277.97,2415.98,1269.0,210.05,186.79,727.74,155.0,130.83,168.945,118.875,90.025,52.75,260.99,59.805,58.2,280.65,29.545,81.04,204.73,88.56,46.01,36.72,22.115,133.07,100.64,43.095,42.18,0.0,39.95,425.89,52.575,35.9,290.26,337.01,86.13,97.25,157.735,307.38,61.59,115.265,88.57,231.16,154.25,186.86,96.925,50.31,73.11,335.835,9448,20821,2634,611,20933,12007,2528,8221,12222,9671,15293,7057,10535,2749,14309,11360,1333,14092,5201,526,1408,22202,7213,12101,320,4844,17906,8391,0,100,5326,8151,11884,5590,903,3047,9166,8644,1142,2820,200,4644,653,2100,1762,2310,700,1730,4702
1587648964.619337,174.705,278.14,2421.805,1274.0,210.17,186.61,727.5,155.475,130.805,168.82,118.98,90.18,52.87,261.08,59.8,58.255,280.905,29.595,81.28,204.73,88.61,45.975,36.76,22.165,133.07,100.64,43.06,42.31,0.0,39.95,426.985,52.47,35.98,291.21,337.475,86.05,97.195,158.245,309.07,61.65,115.265,88.77,231.16,153.85,186.825,97.13,50.54,73.105,335.89,11529,24803,2886,919,23733,12747,2628,12151,14425,11719,17006,23972,11735,3349,16809,12737,1433,14933,11501,526,1758,25524,8803,15140,320,5977,41030,8492,0,100,5925,8451,13586,7106,1503,3447,9666,10400,1242,3120,200,4819,653,2962,2262,4910,810,5561,5502
1587649024.849651,174.87,278.61,2417.0,1274.0,210.24,186.37,728.455,155.675,130.45,168.97,118.95,90.17,52.86,261.325,59.96,58.38,280.905,29.635,81.32,204.805,88.61,45.99,36.805,22.115,133.06,100.55,42.945,42.29,0.0,39.95,427.43,52.51,35.95,291.99,337.09,85.83,96.92,159.16,309.07,61.61,115.265,88.64,231.82,153.86,187.0,97.36,50.51,73.055,335.685,12783,27068,3018,919,25716,14648,2865,15349,16725,15519,17106,24472,13135,3949,17223,13411,1433,15845,13501,1924,1758,32633,9803,15742,522,6920,43830,8695,0,100,6238,8551,14086,7426,1603,3947,9766,10825,1242,3220,200,5019,763,3162,2852,5410,1110,6891,6102
1587649085.102409,174.72,278.48,2416.29,1275.715,210.25,186.91,732.0,155.39,130.595,169.02,119.145,90.37,52.95,261.465,59.875,58.45,279.77,29.74,81.52,204.51,88.77,46.02,36.785,22.175,133.205,100.55,43.07,42.23,122.325,39.95,428.54,52.57,36.0,290.845,336.655,85.73,96.83,158.6,309.07,61.58,115.265,88.83,231.43,154.21,187.21,97.37,50.535,73.08,335.685,13668,32245,3519,1292,30088,15198,3382,16631,18455,20319,20006,25072,13880,4549,18556,14316,2033,16357,14801,2125,1858,36321,11794,19171,826,7020,44880,8895,100,100,7868,8851,14386,8393,1639,4547,10066,11365,1242,3883,200,5219,767,3527,4552,6310,1231,8281,6102
1587649145.335337,174.625,278.33,2416.93,1275.715,210.13,186.535,731.4,155.06,130.51,169.04,119.07,90.62,52.97,261.46,59.935,58.49,279.36,29.785,81.58,204.51,88.72,45.975,36.78,22.2,133.205,100.75,43.035,42.35,122.325,39.95,430.3,52.59,36.02,291.59,336.725,85.81,96.705,158.515,309.345,61.705,115.265,89.01,232.0,154.33,187.21,97.35,50.56,72.97,334.95,15437,33656,3569,1292,31586,16683,3565,18121,22342,21877,21739,25574,14760,4751,22386,14816,3634,17134,23701,2125,1958,43627,12442,19658,826,16049,53714,9195,100,100,10158,9151,14583,8888,1839,5047,10466,11865,1442,4693,200,5500,967,4847,4552,6612,1330,16977,6202
