lastSaleTime,MSFT,AAPL,AMZN,GOOGL,BABA,FB,TSLA,JNJ,WMT,V,PG,JPM,TSM,MA,INTC,VZ,UNH,T,MRK,HD,NVS,KO,PFE,BAC,PEP,DIS,XOM,CSCO,TM,CHL,NFLX,ORCL,CMCSA,NVDA,ADBE,CVX,ABT,LLY,COST,BMY,SAP,NKE,AMGN,CRM,MCD,MDT,AZN,PM,TMO
1587735002.121682,172.205,277.08,2421.6,1256.675,206.255,183.43,711.495,155.56,129.4,168.075,0.0,0.0,52.58,258.48,56.38,0.0,0.0,29.495,81.62,204.81,0.0,45.54,36.87,22.11,131.535,101.56,44.37,41.87,0.0,0.0,425.98,0.0,36.31,283.75,0.0,0.0,94.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.35,97.44,0.0,0.0,322.81
1587735062.412775,172.28,278.23,2413.81,1261.925,206.14,183.855,714.835,156.16,129.02,168.14,119.62,90.55,52.58,259.59,56.83,57.48,288.03,29.57,81.59,204.815,88.22,45.45,36.89,22.095,131.68,101.785,44.34,41.82,0.0,0.0,425.75,52.37,36.32,284.71,338.0,88.325,94.19,162.245,306.24,61.52,116.31,88.625,0.0,153.42,183.62,96.86,50.77,72.4,323.77
1587735122.617643,172.21,278.225,2413.57,1257.42,205.98,183.125,712.96,155.97,128.91,167.71,119.625,90.44,52.65,258.57,56.74,57.265,288.03,29.5,81.57,204.13,88.24,45.425,36.9,22.085,131.26,101.35,44.45,41.87,0.0,0.0,424.77,52.395,36.24,283.11,338.295,88.31,94.05,162.115,307.5,61.5,116.31,88.355,234.35,153.27,183.625,96.77,50.81,72.4,323.77
1587735182.792954,172.21,278.285,2414.94,1255.03,206.12,183.005,712.96,155.695,128.85,167.48,119.69,90.335,52.63,258.34,56.82,57.485,287.73,29.54,81.565,204.13,88.21,45.46,36.84,22.07,131.335,101.09,44.49,41.93,0.0,0.0,422.64,52.405,36.27,283.775,338.195,88.225,93.99,162.335,307.15,61.5,116.16,88.355,234.155,153.46,183.3,96.86,50.75,72.55,321.04
1587735242.96626,172.37,278.065,2411.04,1252.68,205.65,182.43,709.62,155.7,128.85,167.35,119.695,90.405,52.66,257.78,57.16,57.555,287.49,29.535,81.63,204.32,88.2,45.475,36.84,22.095,131.43,100.92,44.51,42.0,0.0,0.0,422.14,52.42,36.295,284.08,337.61,88.225,94.07,162.25,307.15,61.5,116.16,88.31,234.265,153.52,183.465,96.985,50.75,72.68,321.04
1587735303.184739,171.78,277.97,2406.85,1245.0,205.67,181.75,710.49,155.48,128.86,166.78,119.71,90.895,52.65,257.33,57.12,57.59,286.68,29.61,81.64,204.63,88.15,45.595,36.825,22.175,131.65,101.08,44.73,41.92,0.0,0.0,421.845,52.35,36.29,282.69,335.82,88.4,93.85,162.32,307.02,61.44,116.16,88.29,234.19,152.66,183.44,97.135,50.75,72.89,321.6
1587735363.390198,171.68,277.96,2407.5,1245.0,205.805,181.92,709.81,155.27,129.12,166.57,119.71,90.675,52.64,256.93,57.03,57.74,286.93,29.65,81.54,205.17,88.15,45.565,36.82,22.15,131.585,101.15,44.77,41.9,0.0,0.0,422.69,52.28,36.36,282.27,335.82,88.47,94.01,162.31,307.02,61.44,116.16,88.235,234.13,153.31,183.01,97.245,50.78,72.74,320.32
1587735423.608162,171.52,277.825,2402.09,1244.66,206.18,182.21,707.27,155.25,129.15,166.45,119.74,90.41,52.63,256.93,56.75,57.575,286.93,29.655,81.4,204.97,88.13,45.53,36.82,22.165,131.265,100.95,44.76,41.82,0.0,0.0,422.675,52.135,36.325,281.72,336.27,88.55,93.93,162.155,307.02,61.56,116.16,88.145,232.815,152.815,183.01,97.315,50.78,72.74,320.39
1587735483.829338,171.85,278.425,2405.16,1248.32,206.015,182.22,708.33,155.07,129.15,166.55,119.745,90.415,52.615,256.54,57.15,57.55,285.2,29.66,81.455,205.095,88.14,45.535,36.83,22.17,131.36,100.785,44.76,41.82,122.4,0.0,422.875,52.155,36.33,282.64,336.69,88.21,93.95,162.165,306.91,61.54,116.16,88.145,232.585,152.81,182.44,97.4,50.78,72.595,320.69
1587735544.021957,171.77,278.715,2405.0,1250.02,205.875,182.195,710.02,155.15,129.17,166.745,119.75,90.395,52.68,257.11,57.27,57.4,284.92,29.715,81.36,205.3,88.16,45.535,36.855,22.195,131.46,100.89,44.86,41.925,122.4,0.0,422.89,52.17,36.385,283.075,336.69,88.27,94.03,162.11,307.17,61.5,116.16,88.33,232.585,153.4,183.18,97.485,50.79,72.61,321.185
1587735604.230471,171.79,278.86,2402.21,1248.38,205.93,182.0,708.01,155.125,128.98,166.445,119.74,90.475,52.58,256.725,57.42,57.6,285.635,29.775,81.36,205.02,88.13,45.52,36.88,22.175,131.74,100.995,44.695,41.885,122.4,0.0,421.99,52.15,36.335,283.895,336.69,88.12,93.975,162.12,307.22,61.56,116.16,88.32,232.49,153.4,183.27,97.42,50.77,72.765,321.64
1587735664.433848,171.99,278.82,2402.32,1252.14,205.88,182.025,707.5,155.175,128.98,166.27,119.735,90.505,52.57,256.725,57.31,57.6,285.635,29.775,81.32,205.085,88.13,45.54,36.895,22.16,131.84,100.87,44.67,41.9,122.4,0.0,421.69,52.175,36.305,284.29,336.69,88.07,93.94,162.24,307.22,61.54,116.16,88.34,232.49,153.21,183.4,97.295,50.77,72.8,321.45
1587735724.625872,171.99,278.74,2401.14,1252.23,205.75,181.99,705.22,155.16,128.98,165.72,119.75,90.36,52.535,255.93,57.005,57.35,286.065,29.74,81.24,204.95,88.145,45.515,36.895,22.135,131.78,100.67,44.69,41.825,122.4,0.0,420.355,52.16,36.285,283.135,336.69,88.13,94.095,162.07,307.22,61.56,116.16,88.28,232.58,153.21,183.37,97.325,50.785,72.76,321.27
1587735784.918595,172.1,279.32,2401.58,1251.4,205.92,181.93,707.85,155.12,129.08,165.62,119.735,90.37,52.54,255.7,57.09,57.395,286.69,29.73,81.26,204.925,88.145,45.5,36.915,22.145,131.74,100.79,44.75,41.825,122.4,0.0,422.02,52.205,36.305,283.535,336.985,88.205,94.07,162.13,307.22,61.545,116.16,88.185,232.9,153.21,182.945,97.38,50.785,72.78,321.23
1587735845.128347,171.97,278.62,2402.805,1250.0,205.59,181.64,706.0,154.835,129.11,165.61,119.74,90.245,52.54,255.365,57.0,57.265,286.99,29.745,81.3,204.91,88.17,45.485,36.92,22.11,131.82,100.76,44.61,41.85,122.4,0.0,420.995,52.155,36.265,283.14,336.985,87.69,93.98,161.96,307.49,61.51,116.16,88.185,232.61,153.26,182.36,97.265,50.88,72.87,320.23
1587735905.764076,171.82,278.42,2402.805,1248.92,205.22,181.485,706.0,154.655,129.11,165.545,119.69,90.14,52.44,255.145,56.88,57.36,286.875,29.755,81.275,204.86,88.17,45.505,36.875,22.115,131.85,100.81,44.605,41.85,122.4,0.0,420.995,52.205,36.31,282.94,336.415,87.875,93.925,161.98,306.785,61.47,116.16,88.13,232.09,152.955,182.44,97.185,50.89,72.87,320.23
1587735965.990899,171.88,278.55,2399.62,1250.52,205.07,181.985,707.93,154.515,129.05,165.75,119.725,90.09,52.485,255.86,57.09,57.33,286.34,29.72,81.2,204.985,88.19,45.495,36.885,22.095,131.815,100.855,44.66,41.875,122.41,0.0,421.53,52.265,36.33,282.86,336.87,87.94,93.815,162.17,306.91,61.48,116.16,88.21,232.18,152.93,182.545,97.17,50.89,73.06,320.97
1587736026.331719,171.57,277.96,2397.39,1246.53,204.77,181.34,704.79,154.18,129.11,165.575,119.71,89.925,52.41,255.4,57.02,57.345,286.445,29.72,81.055,204.89,88.12,45.44,36.82,22.03,131.815,100.46,44.615,41.83,122.33,0.0,418.77,52.24,36.25,283.15,336.28,88.12,93.69,161.805,306.78,61.45,116.16,88.21,231.83,152.18,182.255,96.88,50.79,72.965,320.63
1587736086.565356,171.56,277.85,2390.955,1246.23,204.72,181.19,703.175,154.07,129.265,165.295,119.71,89.72,52.385,255.03,57.13,57.43,286.445,29.685,81.12,204.77,88.12,45.39,36.83,22.02,131.64,100.39,44.595,41.825,122.33,0.0,418.91,52.17,36.21,283.15,336.28,87.94,93.705,161.525,306.84,61.415,116.16,88.1,231.83,151.95,182.0,96.78,50.775,73.01,320.58
1587736146.782943,171.4,278.235,2392.165,1245.995,204.32,181.05,703.25,153.975,129.265,165.43,119.665,89.79,52.405,255.035,57.06,57.57,286.59,29.675,81.18,205.0,88.12,45.365,36.85,22.045,131.51,100.585,44.655,41.84,122.33,0.0,418.01,52.17,36.255,281.66,336.28,87.885,93.835,161.905,306.84,61.45,116.16,87.96,232.0,151.52,182.34,96.795,50.775,73.0,320.58
1587736207.044321,171.275,278.08,2383.14,1245.29,204.585,180.99,700.36,154.04,128.97,165.3,119.65,89.775,52.355,254.39,57.15,57.465,286.71,29.645,81.28,205.0,88.12,45.35,36.84,22.04,131.51,100.44,44.505,41.87,122.33,39.38,416.11,52.165,36.25,281.71,336.28,87.595,93.845,161.98,305.9,61.38,116.16,87.885,231.96,151.72,182.45,96.855,50.775,72.99,320.58
1587736267.255484,171.67,278.08,2389.3,1247.91,204.81,181.115,703.395,154.25,129.135,165.33,119.67,89.65,52.345,254.215,57.285,57.38,286.71,29.665,81.43,204.785,88.065,45.375,36.875,22.015,131.445,100.55,44.505,41.9,122.33,39.38,417.37,52.25,36.28,281.71,336.28,87.72,93.95,162.48,306.455,61.47,116.16,87.9,232.545,152.095,182.2,96.905,50.82,72.98,321.47
1587736327.454329,171.555,278.7,2393.26,1250.23,204.8,181.25,702.54,154.4,129.24,165.48,119.655,89.715,52.405,254.215,57.215,57.35,287.83,29.655,81.59,205.09,88.065,45.37,36.88,22.035,131.6,100.57,44.265,41.92,122.33,39.38,417.37,52.205,36.35,282.11,335.48,87.555,93.98,163.15,306.48,61.545,116.16,88.005,232.31,152.22,182.2,96.92,50.9,73.08,321.47
1587736387.680812,171.51,278.59,2394.97,1251.615,204.74,181.395,701.82,154.29,129.2,165.67,119.69,89.77,52.445,254.99,57.23,57.34,287.83,29.73,81.52,205.37,88.065,45.395,36.895,22.07,131.8,100.615,44.35,41.935,122.33,39.38,419.62,52.185,36.36,282.67,335.48,87.8,94.0,162.99,306.48,61.49,116.16,88.12,232.3,152.22,182.705,96.975,50.9,73.08,322.06
1587736447.922536,171.35,278.39,2392.3,1252.675,204.63,181.52,703.325,154.08,128.995,165.75,119.57,89.885,52.44,255.01,57.29,57.25,288.25,29.7,81.49,205.385,88.065,45.375,36.885,22.08,131.68,100.675,44.375,41.855,122.33,39.38,418.075,52.125,36.405,283.37,335.48,87.785,93.95,163.015,306.57,61.495,116.16,88.27,232.345,152.49,182.745,96.915,50.835,72.975,321.85
1587736508.280527,171.21,278.04,2388.18,1251.06,204.25,181.4,703.325,154.195,129.02,165.66,119.47,89.885,52.405,255.01,57.205,57.27,288.61,29.675,81.46,205.34,88.065,45.335,36.905,22.04,131.555,100.655,44.4,41.835,122.33,39.38,418.11,52.1,36.365,282.79,335.48,87.795,93.86,163.12,306.45,61.42,116.16,88.065,232.01,152.41,182.745,96.895,50.835,72.975,322.03
