lastSaleTime,MSFT,AAPL,AMZN,GOOGL,BABA,FB,TSLA,JNJ,WMT,V,PG,JPM,TSM,MA,INTC,VZ,UNH,T,MRK,HD,NVS,KO,PFE,BAC,PEP,DIS,XOM,CSCO,TM,CHL,NFLX,ORCL,CMCSA,NVDA,ADBE,CVX,ABT,LLY,COST,BMY,SAP,NKE,AMGN,CRM,MCD,MDT,AZN,PM,TMO
1586871002.493745,169.0,279.96,2202.715,1237.5,204.765,178.93,699.88,145.26,127.035,173.235,0.0,100.845,0.0,0.0,60.03,57.385,0.0,30.655,82.29,201.84,86.4,47.745,0.0,0.0,0.0,105.64,42.98,41.905,0.0,0.0,398.025,0.0,0.0,275.9,0.0,0.0,0.0,0.0,0.0,59.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.305
1586871062.702023,168.495,278.84,2195.595,1233.5,204.64,177.8,696.67,144.39,127.18,171.39,117.11,101.4,50.0,270.81,59.685,57.04,268.45,30.38,81.8,200.88,86.07,47.2,35.68,24.36,132.54,105.68,42.97,41.61,0.0,0.0,395.57,53.695,37.46,275.72,329.82,85.35,86.95,0.0,302.9,59.77,0.0,85.81,221.03,156.32,183.19,100.37,47.64,74.5,321.27
1586871122.93949,168.775,279.16,2204.49,1235.0,204.95,177.36,698.75,144.755,127.36,171.91,117.08,100.94,50.07,270.805,59.68,57.12,268.22,30.475,81.625,200.795,86.09,47.09,35.54,24.39,132.74,105.35,43.02,41.64,0.0,40.095,397.82,53.66,37.45,274.84,329.87,85.4,86.955,145.92,304.06,59.865,124.355,85.78,221.03,156.42,183.255,100.525,47.76,74.67,321.75
1586871183.142821,168.83,279.36,2208.01,1234.53,204.88,177.78,707.055,144.64,127.32,171.865,117.18,100.615,50.23,271.0,59.605,57.205,269.515,30.515,81.62,201.445,86.07,47.26,35.525,24.37,132.65,105.06,43.25,41.55,0.0,40.095,398.71,53.69,37.305,275.24,331.395,85.87,86.93,145.92,304.06,59.955,124.355,86.02,221.03,156.94,183.58,100.33,47.805,74.555,321.42
1586871243.342669,168.8,279.66,2210.88,1230.89,205.63,177.59,710.38,144.97,126.93,171.22,117.15,100.42,50.22,271.0,59.64,57.205,268.5,30.615,81.44,201.48,85.93,47.235,35.475,24.33,132.53,104.92,43.355,41.59,0.0,40.095,399.02,53.68,37.295,276.0,331.39,86.15,86.93,145.745,303.97,59.985,124.355,86.0,220.43,157.67,183.175,100.275,47.805,74.7,321.14
1586871303.550398,169.18,280.55,2216.49,1233.68,206.52,177.62,712.705,144.16,127.03,172.06,116.86,100.825,50.32,271.63,59.82,57.17,269.25,30.645,81.32,202.33,86.01,47.36,35.435,24.325,132.66,105.59,43.48,41.71,0.0,40.095,401.8,53.735,37.39,277.41,332.07,86.0,86.8,145.51,303.745,60.005,124.505,86.12,221.005,157.755,183.76,100.345,47.76,74.8,321.655
1586871363.790795,169.33,280.62,2212.995,1232.87,206.55,177.46,711.55,144.4,126.915,172.7,117.09,100.67,50.415,272.28,59.985,57.105,269.64,30.64,81.42,202.785,86.12,47.415,35.39,24.355,132.62,105.89,43.4,41.78,0.0,40.095,401.28,53.805,37.54,277.36,331.97,85.745,87.02,145.44,303.68,60.06,124.505,86.3,221.05,157.23,184.34,100.4,47.76,74.655,321.44
1586871423.994548,169.215,280.975,2216.11,1233.275,205.845,177.01,708.14,145.11,127.185,172.48,116.75,100.885,50.325,272.07,60.09,57.19,269.46,30.65,81.38,202.82,86.12,47.365,35.42,24.305,132.75,105.86,43.4,41.8,0.0,40.095,400.01,53.805,37.515,277.43,330.415,85.77,87.08,145.05,303.78,60.06,124.505,86.06,221.31,155.73,183.29,100.395,47.76,74.84,321.44
1586871484.199008,169.42,281.72,2220.1,1234.72,205.85,177.195,709.275,145.34,126.965,172.93,116.695,101.19,50.33,272.46,59.875,57.24,268.91,30.725,81.41,203.44,86.08,47.535,35.485,24.37,132.75,106.51,43.41,41.82,0.0,40.095,403.7,53.74,37.585,277.09,331.345,85.75,87.08,145.035,303.62,60.11,124.505,86.13,220.43,155.92,183.29,100.13,47.77,75.04,321.75
1586871544.404305,169.32,281.66,2218.03,1235.475,205.715,176.84,708.38,144.9,126.39,173.06,116.695,101.62,50.34,272.72,59.94,57.32,269.62,30.71,81.38,202.945,86.07,47.525,35.435,24.42,133.125,106.845,43.39,41.895,125.07,40.095,403.965,53.72,37.625,277.48,332.125,85.83,87.21,144.81,303.62,60.08,124.71,86.08,221.12,156.15,183.41,100.43,47.77,75.365,321.225
