lastSaleTime,MSFT,AAPL,AMZN,GOOGL,BABA,FB,TSLA,JNJ,WMT,V,PG,JPM,TSM,MA,INTC,VZ,UNH,T,MRK,HD,NVS,KO,PFE,BAC,PEP,DIS,XOM,CSCO,TM,CHL,NFLX,ORCL,CMCSA,NVDA,ADBE,CVX,ABT,LLY,COST,BMY,SAP,NKE,AMGN,CRM,MCD,MDT,AZN,PM,TMO
1587389402.36799,176.57,277.85,2388.47,1268.025,209.71,177.52,730.01,0.0,0.0,167.37,121.39,92.46,53.12,0.0,59.375,58.09,284.875,30.84,82.715,0.0,89.73,47.51,0.0,22.555,136.47,0.0,40.62,41.88,0.0,0.0,434.5,53.96,0.0,286.865,339.775,82.695,95.125,0.0,0.0,0.0,0.0,0.0,0.0,160.56,0.0,0.0,0.0,0.0,0.0
1587389462.57121,176.68,278.99,2397.16,1268.53,210.04,177.415,734.0,150.8,132.155,166.32,122.125,92.02,53.25,253.58,59.26,58.155,285.08,30.9,81.98,206.72,89.65,47.61,36.445,22.495,136.29,103.3,40.79,41.99,0.0,0.0,437.51,53.92,37.535,285.64,341.67,82.47,95.775,156.425,317.575,60.96,121.325,88.26,233.34,161.14,183.745,101.93,49.95,75.78,327.99
1587389522.778114,176.355,279.265,2402.98,1269.5,210.965,177.84,738.29,151.13,132.1,166.4,122.29,92.44,53.26,253.58,59.425,58.12,284.775,30.82,81.68,207.54,89.725,47.6,36.465,22.47,136.29,102.94,40.94,42.0,0.0,38.87,440.07,54.01,37.5,287.34,340.09,83.12,95.86,156.425,317.27,61.14,121.325,88.34,234.75,161.22,184.42,102.105,49.97,76.065,327.99
1587389582.989167,176.95,279.505,2415.06,1270.515,211.085,177.49,737.63,151.84,132.685,166.9,122.87,92.035,53.41,255.13,59.455,58.17,284.79,30.81,81.86,207.27,89.75,47.69,36.52,22.415,136.29,102.63,40.76,42.195,0.0,38.915,440.05,53.93,37.425,288.04,342.47,82.65,95.87,156.425,317.89,61.355,121.485,88.36,235.43,162.1,184.43,101.98,50.02,76.13,328.05
1587389643.210144,176.965,280.07,2420.42,1271.27,210.83,177.41,737.63,151.58,132.655,166.69,122.57,92.05,53.26,254.61,59.43,58.15,283.89,30.76,81.71,206.28,89.75,47.63,36.425,22.4,136.62,102.85,40.84,42.29,0.0,38.915,438.53,54.06,37.38,287.835,343.39,82.25,95.77,156.425,318.17,61.28,121.485,88.32,234.745,161.95,184.235,101.98,50.02,76.11,327.59
1587389703.413038,177.175,279.575,2423.43,1269.3,211.12,177.15,731.69,151.59,132.55,166.65,122.89,91.905,53.15,254.59,59.265,58.085,283.545,30.74,81.68,205.74,89.7,47.61,36.345,22.38,136.565,102.65,40.91,42.18,0.0,38.915,437.51,54.025,37.34,286.66,344.025,82.34,95.8,155.95,317.81,61.43,121.485,88.34,235.21,162.01,184.235,102.045,50.02,76.28,326.855
1587389763.691634,177.25,279.145,2426.34,1267.6,211.125,177.355,724.165,151.5,132.575,166.66,122.995,92.085,53.225,254.89,59.275,58.145,283.755,30.725,81.61,206.31,89.75,47.58,36.38,22.455,136.72,102.63,41.25,42.19,0.0,38.94,436.88,54.01,37.36,287.49,344.025,82.93,96.08,155.95,316.87,61.77,121.485,88.35,235.35,162.135,184.17,102.07,50.02,76.58,327.66
1587389823.896231,177.575,279.09,2440.485,1266.43,211.61,177.72,715.08,151.42,132.75,166.715,123.05,92.06,53.305,254.89,59.32,58.195,285.4,30.81,81.54,206.31,89.79,47.58,36.38,22.445,136.73,103.005,41.15,42.22,0.0,39.005,439.64,53.995,37.46,287.61,344.64,83.13,95.98,155.72,316.87,61.9,121.485,88.37,235.67,162.47,184.28,102.095,50.02,76.31,327.2
1587389884.106383,177.65,279.22,2437.785,1264.905,211.78,177.86,718.6,151.36,132.835,166.87,122.91,92.4,53.33,255.9,59.33,58.3,286.31,30.865,81.495,206.41,89.84,47.645,36.35,22.475,136.825,102.885,41.235,42.215,0.0,39.07,440.27,54.045,37.55,287.625,345.33,82.96,96.02,155.675,316.87,61.98,121.485,88.375,235.64,162.54,184.03,102.41,50.02,76.62,327.83
1587389944.301422,177.67,279.35,2437.06,1263.35,212.625,178.36,719.49,151.21,133.04,166.59,122.72,92.43,53.38,256.12,59.49,58.27,286.05,30.865,81.38,206.41,89.8,47.58,36.4,22.5,136.645,103.015,41.535,42.225,0.0,39.05,440.95,53.995,37.555,288.95,345.535,83.55,96.11,155.785,316.87,62.07,121.485,88.375,235.74,162.79,184.03,102.775,50.02,76.66,327.44
