lastSaleTime,MSFT,AAPL,AMZN,GOOGL,BABA,FB,TSLA,JNJ,WMT,V,PG,JPM,TSM,MA,INTC,VZ,UNH,T,MRK,HD,NVS,KO,PFE,BAC,PEP,DIS,XOM,CSCO,TM,CHL,NFLX,ORCL,CMCSA,NVDA,ADBE,CVX,ABT,LLY,COST,BMY,SAP,NKE,AMGN,CRM,MCD,MDT,AZN,PM,TMO
1587648603.086174,174.09,275.83,2396.92,1265.0,210.38,184.12,0.0,154.01,130.0,167.765,118.61,0.0,52.895,0.0,59.74,58.025,0.0,29.4,80.245,0.0,88.31,45.995,36.4,0.0,132.59,100.97,43.12,41.83,0.0,0.0,420.31,52.23,0.0,288.09,338.81,86.195,95.89,156.855,307.64,61.345,0.0,0.0,229.155,153.675,186.0,0.0,0.0,0.0,0.0
1587648663.423379,173.92,275.98,2398.33,1263.15,209.79,183.4,727.1,154.295,129.58,167.69,118.965,89.45,52.9,258.78,59.98,58.17,0.0,29.43,80.665,203.74,88.41,45.9,36.52,21.91,132.59,100.48,43.17,41.935,0.0,0.0,420.72,52.345,35.86,287.11,338.81,86.18,96.47,156.0,306.75,61.5,115.265,88.77,229.535,154.45,186.3,96.65,50.27,0.0,335.91
1587648723.633742,173.7,275.59,2396.88,1262.04,209.655,184.43,723.57,154.24,130.075,167.92,118.9,89.44,52.79,258.995,59.67,58.205,0.0,29.39,80.735,204.26,88.37,45.885,36.515,21.96,132.59,100.57,42.92,42.055,0.0,39.95,421.56,52.5,35.92,288.32,337.1,85.65,96.41,155.205,307.03,61.44,115.265,88.54,229.74,153.57,186.3,96.725,50.31,0.0,335.5
1587648783.845487,174.21,276.63,2404.55,1262.04,210.0,185.24,722.94,154.55,130.58,168.38,118.855,89.96,52.75,260.625,59.68,58.275,281.27,29.49,80.87,205.04,88.55,46.03,36.57,22.04,132.62,100.65,42.96,42.205,0.0,39.95,424.5,52.635,35.98,289.505,337.1,85.81,96.74,155.26,307.38,61.58,115.265,88.74,230.66,154.125,185.89,96.77,50.31,73.07,336.58
1587648844.071209,174.57,277.24,2411.32,1266.79,209.85,186.02,725.75,154.785,130.825,168.685,118.985,90.08,52.81,260.9,59.89,58.305,280.48,29.56,80.95,205.04,88.53,45.97,36.57,22.115,133.07,100.775,43.14,42.23,0.0,39.95,424.95,52.62,36.07,289.81,337.16,86.06,97.09,156.34,307.38,61.58,115.265,88.58,230.66,154.43,186.62,96.84,50.31,73.12,336.045
1587648904.293266,174.945,277.97,2415.98,1269.0,210.05,186.79,727.74,155.0,130.83,168.945,118.875,90.025,52.75,260.99,59.805,58.2,280.65,29.545,81.04,204.73,88.56,46.01,36.72,22.115,133.07,100.64,43.095,42.18,0.0,39.95,425.89,52.575,35.9,290.26,337.01,86.13,97.25,157.735,307.38,61.59,115.265,88.57,231.16,154.25,186.86,96.925,50.31,73.11,335.835
1587648964.619337,174.705,278.14,2421.805,1274.0,210.17,186.61,727.5,155.475,130.805,168.82,118.98,90.18,52.87,261.08,59.8,58.255,280.905,29.595,81.28,204.73,88.61,45.975,36.76,22.165,133.07,100.64,43.06,42.31,0.0,39.95,426.985,52.47,35.98,291.21,337.475,86.05,97.195,158.245,309.07,61.65,115.265,88.77,231.16,153.85,186.825,97.13,50.54,73.105,335.89
1587649024.849651,174.87,278.61,2417.0,1274.0,210.24,186.37,728.455,155.675,130.45,168.97,118.95,90.17,52.86,261.325,59.96,58.38,280.905,29.635,81.32,204.805,88.61,45.99,36.805,22.115,133.06,100.55,42.945,42.29,0.0,39.95,427.43,52.51,35.95,291.99,337.09,85.83,96.92,159.16,309.07,61.61,115.265,88.64,231.82,153.86,187.0,97.36,50.51,73.055,335.685
1587649085.102409,174.72,278.48,2416.29,1275.715,210.25,186.91,732.0,155.39,130.595,169.02,119.145,90.37,52.95,261.465,59.875,58.45,279.77,29.74,81.52,204.51,88.77,46.02,36.785,22.175,133.205,100.55,43.07,42.23,122.325,39.95,428.54,52.57,36.0,290.845,336.655,85.73,96.83,158.6,309.07,61.58,115.265,88.83,231.43,154.21,187.21,97.37,50.535,73.08,335.685
1587649145.335337,174.625,278.33,2416.93,1275.715,210.13,186.535,731.4,155.06,130.51,169.04,119.07,90.62,52.97,261.46,59.935,58.49,279.36,29.785,81.58,204.51,88.72,45.975,36.78,22.2,133.205,100.75,43.035,42.35,122.325,39.95,430.3,52.59,36.02,291.59,336.725,85.81,96.705,158.515,309.345,61.705,115.265,89.01,232.0,154.33,187.21,97.35,50.56,72.97,334.95
1587649205.543769,174.375,277.855,2408.785,1278.05,210.0,186.15,729.26,154.57,130.28,168.805,119.06,90.62,52.905,261.0,59.775,58.475,278.81,29.77,81.485,204.51,88.68,45.975,36.82,22.215,132.95,100.58,43.06,42.27,122.325,39.95,429.58,52.63,36.1,290.56,337.355,85.82,96.42,158.45,308.435,61.64,115.265,88.98,232.0,154.315,187.095,97.35,50.485,72.94,334.03
1587649265.75759,174.685,277.77,2407.65,1279.2,210.17,185.99,731.69,154.57,130.23,169.035,119.11,90.79,52.925,260.915,59.74,58.555,279.28,29.75,81.545,204.99,88.68,45.98,36.825,22.245,132.955,100.64,43.32,42.325,122.325,39.99,428.69,52.57,36.12,290.485,337.355,85.82,96.345,158.29,307.875,61.595,115.265,88.99,232.0,154.315,187.095,97.285,50.485,73.065,334.03
1587649325.960332,174.63,278.86,2411.14,1280.01,210.12,185.835,729.735,154.77,130.35,169.34,119.14,90.79,52.96,261.22,59.685,58.62,278.96,29.805,81.43,204.75,88.68,45.955,36.815,22.235,132.955,100.185,43.25,42.265,122.325,39.99,429.21,52.535,36.065,290.485,338.12,86.05,96.25,158.48,308.075,61.6,115.265,88.96,231.91,154.47,186.69,97.31,50.48,72.995,334.03
1587649386.170871,174.605,278.87,2413.08,1280.18,210.115,185.575,728.73,154.77,130.41,169.395,118.96,90.5,52.91,261.42,59.705,58.615,279.185,29.71,81.58,204.31,88.64,45.95,36.85,22.195,132.925,100.06,43.215,42.235,122.325,39.99,430.16,52.52,35.97,290.91,338.505,85.63,96.775,158.48,308.075,61.6,115.265,88.95,231.91,154.36,186.56,97.28,50.48,72.945,334.03
1587649446.452326,174.595,278.64,2409.985,1280.05,210.095,185.5,725.49,154.92,130.19,169.49,118.97,90.47,52.84,261.8,59.64,58.57,279.99,29.66,81.585,204.24,88.64,45.93,36.875,22.135,132.925,100.12,43.145,42.2,122.325,39.99,429.5,52.52,36.005,290.785,338.505,85.595,96.88,158.62,308.075,61.765,115.265,88.95,232.22,154.36,186.56,97.08,50.52,72.945,336.275
1587649506.764364,174.635,278.77,2408.18,1279.745,209.77,185.765,722.985,155.265,130.26,169.58,119.1,90.55,52.805,261.675,59.58,58.53,279.6,29.67,81.73,204.08,88.81,45.97,36.885,22.15,133.29,100.42,43.24,42.255,122.325,39.99,429.58,52.505,36.025,290.165,338.02,85.5,96.72,158.62,308.075,61.81,115.265,88.99,232.5,154.39,186.56,97.095,50.51,72.765,336.15
1587649567.070366,174.42,278.29,2406.25,1278.61,209.715,185.48,723.02,155.28,130.305,169.325,119.03,90.58,52.8,261.49,59.565,58.47,279.72,29.6,81.74,203.98,88.81,45.92,36.89,22.12,133.08,100.43,43.25,42.135,122.325,39.99,431.77,52.475,36.03,290.165,338.66,85.69,96.64,159.24,308.075,61.82,115.265,88.805,232.5,154.33,185.48,96.735,50.51,72.815,335.84
1587649627.310334,174.25,278.14,2406.77,1278.84,209.645,185.51,726.0,155.04,130.11,169.31,118.9,90.4,52.8,260.75,59.585,58.395,279.58,29.59,81.76,203.94,88.78,45.81,36.89,22.11,132.8,100.39,43.215,42.07,122.325,39.99,432.97,52.46,35.97,290.165,338.66,85.73,96.54,159.11,308.075,61.87,115.265,88.79,232.5,154.33,185.37,96.62,50.545,72.695,335.735
1587649687.650103,174.37,278.43,2414.14,1276.42,209.31,185.34,724.49,154.92,130.045,169.43,118.94,90.47,52.635,260.5,59.69,58.44,279.68,29.58,81.54,203.83,88.78,45.75,36.91,22.14,132.75,100.31,43.275,42.075,122.325,39.99,431.115,52.555,35.95,289.665,338.66,86.15,96.395,158.57,308.075,61.835,115.77,88.78,231.765,154.415,185.18,96.56,50.545,72.62,336.21
1587649747.906413,174.39,278.575,2414.14,1276.81,209.06,185.55,726.02,155.09,129.935,169.49,118.94,90.25,52.665,261.23,59.815,58.39,279.985,29.54,81.575,203.89,88.75,45.74,36.935,22.1,132.705,100.15,43.275,42.105,122.325,39.99,432.88,52.56,35.93,290.22,339.41,85.995,96.56,158.95,308.075,61.855,115.86,88.76,231.755,154.77,185.18,96.465,50.555,72.765,336.4
1587649808.359432,174.39,278.015,2416.955,1278.4,208.95,185.755,726.86,155.0,129.83,169.37,118.9,90.33,52.575,261.21,59.73,58.355,280.705,29.52,81.575,203.38,88.75,45.725,36.92,22.11,132.59,100.105,43.28,42.085,122.325,39.99,432.23,52.51,35.925,290.24,339.41,86.03,96.43,158.8,308.2,61.82,115.91,88.83,231.71,154.7,185.18,96.475,50.51,72.75,336.21
