lastSaleTime,MSFT,AAPL,AMZN,GOOGL,BABA,FB,TSLA,JNJ,WMT,V,PG,JPM,TSM,MA,INTC,VZ,UNH,T,MRK,HD,NVS,KO,PFE,BAC,PEP,DIS,XOM,CSCO,TM,CHL,NFLX,ORCL,CMCSA,NVDA,ADBE,CVX,ABT,LLY,COST,BMY,SAP,NKE,AMGN,CRM,MCD,MDT,AZN,PM,TMO
1587130201.960514,179.65,284.78,2371.75,0.0,214.74,179.585,773.27,151.76,0.0,169.75,122.505,91.915,54.035,0.0,62.045,0.0,0.0,30.79,84.03,207.49,0.0,48.065,36.48,22.65,0.0,106.02,40.0,42.275,0.0,0.0,430.49,54.565,38.61,298.0,0.0,81.58,0.0,0.0,0.0,0.0,122.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.65
1587130262.211245,179.31,285.615,2374.85,1283.0,214.13,179.3,765.255,151.8,131.275,170.38,122.22,91.36,54.1,256.945,61.585,58.1,301.04,30.76,83.68,207.4,88.77,48.055,36.43,22.47,137.33,105.03,40.15,42.59,0.0,0.0,428.07,54.44,38.56,297.13,349.61,81.9,97.34,155.52,320.41,60.33,122.99,88.94,236.295,159.53,181.935,98.74,50.13,76.87,333.855
1587130322.418145,179.12,285.46,2375.28,1278.91,213.02,178.93,761.77,151.8,130.96,169.855,121.535,91.0,53.715,257.34,61.225,58.165,301.155,30.795,83.56,206.745,88.69,47.96,36.32,22.435,137.33,105.3,39.97,42.395,0.0,39.13,431.59,54.36,38.5,294.89,348.49,81.885,97.13,155.12,319.69,60.125,122.69,88.99,234.16,159.02,182.89,98.77,50.1,76.87,332.895
1587130382.621282,178.57,285.45,2366.78,1277.2,212.49,178.51,763.995,151.3,130.57,170.325,120.6,91.12,53.64,256.61,61.175,58.3,296.73,30.835,83.39,206.1,88.56,48.01,36.21,22.45,137.3,105.61,40.16,42.39,0.0,39.14,427.36,54.3,38.54,294.03,346.84,81.85,96.35,154.63,319.26,60.16,122.515,89.315,234.0,158.67,183.005,98.87,50.1,76.3,331.91
1587130442.774546,178.4,286.37,2364.2,1275.51,212.15,178.16,772.0,151.105,130.09,170.175,121.1,91.34,53.5,256.255,61.18,58.16,296.525,30.795,83.36,206.49,88.52,48.14,36.225,22.45,137.1,105.62,40.345,42.26,0.0,39.14,424.5,54.315,38.51,294.03,346.75,82.095,95.92,154.71,318.185,60.03,122.495,89.42,234.375,158.52,183.13,99.14,50.06,76.3,331.44
1587130502.981464,178.56,286.04,2362.78,1274.6,212.16,177.85,767.85,150.68,130.03,170.13,121.395,91.51,53.405,257.2,61.24,58.15,295.45,30.84,83.3,207.73,88.43,48.165,36.19,22.58,137.1,105.9,40.58,42.3,0.0,39.14,426.44,54.325,38.435,295.49,345.31,82.39,95.485,154.165,317.89,60.05,122.52,89.5,234.19,158.675,183.66,98.81,50.06,76.535,331.22
1587130563.202366,178.26,286.07,2354.94,1273.02,211.19,178.05,765.12,150.53,130.11,170.4,121.395,91.92,53.195,257.84,61.055,58.145,295.96,30.87,83.26,208.07,88.28,48.11,36.15,22.65,137.1,105.99,40.49,42.295,0.0,39.14,425.03,54.46,38.515,294.54,344.72,82.325,95.07,153.25,317.92,59.915,122.52,89.62,233.18,158.18,183.62,98.89,50.05,76.535,329.895
1587130623.413734,178.155,286.1,2356.39,1273.49,210.99,177.84,764.63,150.05,130.76,170.855,121.22,92.06,53.225,259.3,60.995,58.15,295.09,30.92,83.09,208.23,88.26,48.005,36.185,22.67,137.1,106.03,40.46,42.335,0.0,39.07,423.295,54.505,38.57,294.6,344.64,82.325,94.275,153.51,318.075,60.09,122.52,89.52,232.51,157.965,183.74,99.05,50.05,76.535,329.895
1587130683.618213,178.0,284.995,2353.0,1271.95,210.25,177.83,766.0,149.99,130.64,170.65,121.45,92.48,53.17,259.22,60.92,58.265,293.42,30.895,83.1,208.71,88.26,48.055,36.18,22.75,137.1,106.26,40.54,42.215,0.0,39.07,421.82,54.45,38.545,294.34,343.535,82.575,94.83,153.45,317.765,60.04,122.285,89.58,231.36,157.965,183.68,99.13,49.94,76.535,328.64
1587130743.812493,177.91,285.29,2347.62,1270.0,210.98,177.62,763.055,150.23,130.86,170.4,122.25,92.36,53.19,258.37,61.07,58.265,292.31,30.885,83.315,208.61,88.16,48.055,36.32,22.74,137.1,105.94,40.44,42.24,0.0,39.07,424.69,54.32,38.455,294.7,343.535,82.54,94.82,154.065,317.645,60.15,122.285,89.8,231.26,157.905,183.915,99.08,49.985,76.535,328.8
1587130804.020603,177.83,284.435,2333.99,1270.0,211.59,178.05,764.93,150.11,130.92,170.19,122.54,92.585,53.42,259.21,61.16,58.265,294.545,30.96,83.28,209.22,88.34,48.055,36.375,22.765,137.1,105.86,40.63,42.205,0.0,39.07,423.96,54.44,38.505,295.55,344.31,82.85,95.0,154.64,318.41,60.24,122.285,89.86,232.17,158.145,183.99,99.285,49.985,77.28,329.22
1587130864.292062,177.675,283.85,2331.79,1272.605,211.44,178.07,761.0,149.93,130.77,170.16,122.88,92.42,53.36,259.2,61.015,58.335,294.315,30.94,83.11,208.97,88.32,48.135,36.34,22.725,137.1,105.59,40.43,42.13,0.0,39.07,422.6,54.455,38.585,295.37,344.31,82.425,95.165,154.87,318.41,60.1,122.285,89.86,231.745,158.44,183.46,99.18,50.04,77.34,328.78
1587130925.391973,177.56,283.02,2321.47,1272.81,211.09,177.945,759.1,149.885,131.36,170.35,122.43,92.08,53.215,260.17,60.825,58.335,293.84,30.915,83.105,208.51,88.36,48.075,36.27,22.655,137.09,105.265,40.33,42.085,0.0,39.015,422.71,54.38,38.365,294.09,344.12,82.545,94.895,154.705,318.52,60.1,122.175,89.52,231.73,158.44,183.4,99.125,50.04,77.31,328.43
1587130985.599891,177.91,282.94,2323.64,1272.76,211.26,177.955,759.285,149.945,130.98,170.61,122.065,92.08,53.44,260.065,60.91,58.35,293.2,30.905,82.92,208.41,88.36,48.085,36.29,22.61,137.09,105.5,40.46,42.09,0.0,39.02,420.92,54.405,38.29,295.23,344.12,82.655,94.99,154.725,319.305,60.1,122.175,89.635,231.42,158.24,182.69,99.28,50.07,77.43,328.65
1587131045.804194,178.09,283.69,2339.065,1273.27,211.69,177.94,763.69,149.895,130.715,170.36,122.24,92.25,53.54,259.81,61.11,58.345,292.785,30.925,82.955,208.55,88.36,48.065,36.275,22.655,136.985,105.59,40.43,42.185,0.0,39.01,421.68,54.43,38.26,296.015,343.715,82.81,94.88,154.83,318.0,60.1,122.175,89.73,231.2,158.05,182.43,99.27,50.01,77.51,328.65
1587131106.082638,178.43,284.02,2349.25,1274.45,212.26,178.77,762.2,149.97,130.93,170.27,122.52,91.79,53.585,259.87,61.28,58.465,291.805,30.95,83.22,208.245,88.45,48.055,36.385,22.595,136.85,105.7,40.695,42.26,0.0,39.035,423.39,54.43,38.23,296.46,343.685,83.25,95.25,154.97,318.46,60.15,122.175,89.765,231.46,158.06,182.56,99.46,50.01,77.71,328.475
1587131166.325993,178.67,284.11,2357.25,1279.395,212.69,178.93,763.22,150.165,130.93,170.35,122.68,91.9,53.695,260.455,61.37,58.495,291.735,30.99,83.33,208.565,88.58,48.06,36.37,22.6,136.64,105.8,40.8,42.31,0.0,39.065,424.65,54.585,38.21,296.65,344.94,83.25,95.43,155.15,319.155,60.19,122.175,89.92,231.775,158.16,183.17,99.45,50.01,77.61,328.485
1587131226.74175,178.325,283.97,2360.0,1277.42,212.46,178.865,764.75,149.935,131.175,169.73,122.685,91.83,53.62,259.78,61.53,58.555,291.51,31.045,83.245,208.81,88.56,48.02,36.33,22.6,136.52,105.865,40.745,42.405,0.0,39.07,423.6,54.495,38.16,296.96,344.33,83.31,95.66,154.935,318.955,60.13,122.175,89.89,230.545,158.19,182.93,99.525,50.01,77.56,328.745
