lastSaleTime,MSFT,AAPL,AMZN,GOOGL,BABA,FB,BRK.A,JNJ,WMT,V,PG,JPM,TSM,MA,INTC,VZ,UNH,T,MRK,HD,NVS,KO,PFE,BAC,PEP,DIS,XOM,CSCO,TM,CHL,NFLX,ORCL,CMCSA,NVDA,ADBE,CVX,ABT,RDS.A,LLY,COST,BMY,SAP,NKE,AMGN,CRM,MCD,MDT,AZN,PM,TMO
1586266810.758608,167.03,267.0,2015.99,1203.625,198.825,170.53,285030,140.27,125.37,174.415,119.6,93.16,50.83,272.43,59.21,57.09,254.255,30.635,81.08,198.73,85.99,48.22,34.78,22.555,133.46,102.49,42.185,42.07,0.0,40.87,379.02,51.625,36.985,270.25,321.43,83.775,84.09,38.17,141.82,307.03,57.74,113.72,86.51,213.09,148.28,180.83,96.93,43.59,76.59,315.95
1586266872.196532,167.135,266.955,2019.16,1201.825,198.955,171.19,285030,140.2,125.03,174.88,119.215,93.09,50.86,273.385,59.26,57.03,255.1,30.58,81.16,199.07,85.99,48.29,34.68,22.56,133.25,102.76,42.33,42.09,0.0,40.87,377.53,51.61,36.885,271.445,321.7,84.12,83.75,38.22,141.83,307.5,57.835,113.72,86.475,213.46,148.27,181.17,97.19,43.59,76.915,315.315
1586266932.475988,167.87,266.5,2025.7,1202.345,199.36,171.41,285030,140.41,125.23,174.03,119.22,93.2,50.815,272.0,59.345,57.025,255.1,30.435,81.305,198.9,85.99,48.285,34.76,22.58,133.42,102.7,42.54,42.15,125.38,40.76,377.1,51.655,36.805,270.8,321.74,84.125,83.655,38.275,141.8,307.5,57.96,113.72,86.5,213.45,148.49,180.67,97.22,43.52,76.805,313.25
1586266992.696498,168.0,267.255,2025.995,1206.69,199.465,171.31,285030,140.1,125.03,173.92,119.285,93.2,50.86,273.0,59.37,56.94,256.075,30.465,81.255,198.9,86.01,48.28,34.79,22.595,133.51,102.615,42.545,42.145,125.08,40.78,377.345,51.72,36.785,272.0,321.74,84.095,83.78,38.275,142.03,307.5,58.13,113.72,86.635,213.315,148.49,180.33,97.23,43.55,76.915,312.765
1586267053.378323,167.95,267.36,2024.95,1209.2,199.77,172.33,285030,140.155,124.9,174.395,119.075,93.245,50.89,273.19,59.41,56.975,255.65,30.535,81.04,199.42,86.04,48.115,34.765,22.595,133.44,102.99,42.66,42.12,125.08,40.78,377.38,51.745,36.82,272.34,323.13,84.28,83.695,38.275,141.89,306.98,58.14,113.72,86.695,213.125,149.14,179.855,97.3,43.55,76.845,312.17
1586267115.45644,168.24,267.73,2027.49,1212.99,199.77,172.64,285030,140.21,124.655,174.76,119.22,93.26,50.875,273.37,59.44,57.01,256.08,30.55,81.0,199.02,86.04,48.055,34.77,22.64,133.495,103.31,42.7,42.185,125.08,40.78,377.0,51.82,36.785,272.68,322.4,84.32,83.88,38.345,141.61,306.86,58.275,113.72,86.78,212.79,148.86,179.75,97.325,43.55,76.82,312.395
1586267177.389622,168.335,268.34,2027.335,1213.265,199.99,172.665,285030,139.71,124.5,175.03,118.9,93.28,50.87,274.57,59.48,56.975,256.23,30.54,80.66,199.02,85.92,48.055,34.69,22.64,133.47,103.505,42.73,42.145,125.0,40.775,378.21,51.82,36.935,272.83,322.55,84.3,83.66,38.295,141.59,306.485,57.985,113.675,87.035,212.79,149.24,180.185,97.27,43.55,76.83,311.43
1586267240.965461,167.99,267.95,2028.99,1213.8,200.185,172.35,285030,139.635,124.49,175.005,118.525,93.315,50.755,273.9,59.585,57.065,255.595,30.525,80.42,199.165,85.95,47.815,34.65,22.65,133.46,103.47,42.825,42.18,125.0,40.77,377.53,51.735,37.08,273.01,322.48,84.56,83.615,38.35,141.45,306.97,57.97,113.675,86.94,212.63,149.13,179.92,96.89,43.55,76.655,311.03
1586267301.190927,167.97,268.58,2034.84,1213.02,200.75,172.3,285030,139.55,124.21,175.425,118.6,93.31,50.75,274.51,59.92,57.19,255.08,30.57,80.46,199.56,85.775,47.84,34.575,22.64,133.645,103.56,42.965,42.3,125.0,40.775,378.95,51.865,37.19,273.36,321.89,84.455,83.67,38.515,141.315,306.97,57.945,113.675,86.945,212.5,149.57,179.72,96.97,43.52,76.35,310.89
1586267361.430964,167.995,268.615,2035.61,1211.53,200.7,172.155,285030,139.46,124.15,175.0,118.64,93.47,50.835,274.76,59.785,57.14,255.29,30.5,80.4,199.735,85.775,47.835,34.495,22.65,133.4,103.73,42.87,42.3,125.0,40.775,377.75,51.74,37.185,272.955,321.2,84.4,83.735,38.575,140.915,306.9,57.87,113.675,86.925,212.5,149.85,179.74,96.96,43.5,76.24,308.835
1586267421.661149,167.695,268.41,2033.655,1209.4,200.895,172.015,285030,139.45,124.015,174.83,118.735,93.36,50.72,274.76,59.805,57.04,255.155,30.39,80.37,199.55,85.68,47.84,34.45,22.605,133.48,103.59,42.77,42.21,125.015,40.72,377.75,51.7,37.205,272.36,319.6,84.275,83.66,38.52,140.97,306.83,57.825,113.675,86.74,212.235,149.63,179.71,96.985,43.42,76.2,307.84
1586267481.875164,167.905,268.5,2031.55,1211.025,200.56,172.07,285030,139.0,124.03,174.95,118.64,93.4,50.81,273.99,59.805,56.98,256.175,30.42,80.22,200.2,85.62,47.81,34.305,22.625,133.48,104.195,42.94,42.17,125.015,40.715,376.73,51.67,37.355,272.9,320.715,84.38,83.415,38.635,141.02,307.12,57.75,113.675,86.76,212.465,149.8,180.39,97.04,43.38,76.105,308.255
1586267542.09083,167.975,268.675,2031.755,1210.8,200.96,172.16,285030,139.01,123.95,174.96,118.51,93.56,50.83,274.14,59.96,57.04,256.32,30.49,80.3,200.2,85.62,47.79,34.245,22.66,133.515,104.3,43.075,42.22,125.015,40.715,376.73,51.665,37.365,273.005,320.185,84.63,83.49,38.785,141.265,306.7,57.795,113.675,86.72,212.475,150.01,180.365,97.115,43.39,76.16,307.81
1586267602.464836,168.43,269.17,2031.25,1212.26,201.33,172.515,285030,138.75,124.27,175.19,118.59,93.79,50.91,274.525,60.085,57.13,256.975,30.495,80.24,201.21,85.515,47.76,34.305,22.695,133.42,104.46,43.065,42.345,125.34,40.57,376.73,51.73,37.41,273.48,320.185,84.89,83.57,38.775,141.0,306.89,57.845,113.675,87.105,212.84,149.91,181.11,97.305,43.44,76.28,308.36
1586267662.668073,168.18,269.6,2031.7,1211.44,201.33,172.76,284600,138.85,124.57,175.24,118.58,93.75,50.95,275.25,60.115,57.145,257.18,30.515,80.245,201.1,85.58,47.84,34.36,22.735,133.62,104.555,43.055,42.415,125.34,40.57,378.24,51.82,37.56,273.91,321.43,85.06,83.67,38.765,140.87,307.1,57.78,113.57,86.8,212.84,149.74,181.54,97.305,43.42,76.185,308.98
1586267723.266638,168.035,269.9,2031.86,1212.68,201.39,173.38,284600,139.105,124.58,175.64,118.585,93.9,50.97,275.815,60.31,57.145,258.23,30.585,80.075,201.1,85.58,47.915,34.37,22.795,133.79,105.17,43.15,42.445,125.34,40.7,377.535,51.705,37.7,274.61,321.735,85.22,83.67,38.805,140.845,308.1,57.75,113.57,86.795,213.38,149.61,182.03,97.44,43.43,76.24,308.66
1586267783.484236,167.69,269.865,2029.02,1210.4,201.285,172.95,284600,138.91,124.28,176.09,118.54,93.97,50.92,276.705,60.42,57.065,257.285,30.49,79.88,200.73,85.48,47.825,34.27,22.76,133.42,105.49,42.9,42.36,125.34,40.7,377.405,51.745,37.705,274.475,321.46,84.935,83.47,38.665,140.585,308.1,57.61,113.54,86.77,212.88,149.455,182.11,97.63,43.38,76.21,308.34
1586267843.706424,167.82,269.63,2030.2,1211.22,200.95,172.74,284600,138.28,124.2,176.195,118.54,94.07,50.89,275.79,60.32,57.1,257.16,30.5,79.49,200.795,85.35,47.825,34.245,22.78,133.47,105.79,42.895,42.435,125.34,40.7,375.74,51.77,37.9,273.95,320.615,84.89,83.32,38.565,140.19,307.52,57.555,113.59,86.665,212.3,149.17,181.91,97.315,43.35,76.255,306.695
1586267905.424779,168.0,269.92,2032.26,1210.34,201.21,172.42,284600,138.14,124.23,176.615,118.215,94.0,50.955,277.07,60.475,57.025,257.16,30.48,79.3,201.3,85.44,47.79,34.235,22.82,133.3,105.53,42.97,42.45,125.34,40.7,375.74,51.715,37.965,273.94,320.51,85.13,83.1,38.745,140.55,307.39,57.655,113.59,86.945,212.3,149.31,182.44,97.215,43.37,76.27,306.16
1586267965.646317,167.765,270.06,2033.2,1212.025,200.96,172.32,284600,138.26,124.23,175.725,118.36,93.92,50.94,276.085,60.43,57.02,258.56,30.47,79.645,201.09,85.43,47.84,34.265,22.83,133.7,105.34,43.025,42.37,125.34,40.7,375.74,51.675,37.84,273.795,319.76,85.05,83.11,38.69,140.56,307.39,57.75,113.59,87.0,212.56,149.275,181.35,97.04,43.37,76.31,306.46
1586268025.851351,167.71,269.39,2034.5,1209.54,201.03,171.99,284600,138.135,123.99,175.26,117.96,93.705,50.925,275.8,60.44,56.92,257.28,30.48,79.39,201.13,85.35,47.835,34.215,22.815,133.635,105.16,42.985,42.295,125.34,40.7,376.0,51.51,37.635,272.99,319.565,85.045,83.07,38.71,140.21,307.34,57.65,113.59,86.9,212.225,148.99,182.345,97.065,43.37,76.315,306.08
1586268086.069485,167.765,269.32,2033.3,1209.35,200.56,171.465,284600,137.88,123.99,176.06,117.985,93.89,50.96,276.385,60.36,56.98,257.245,30.46,79.51,200.165,85.28,47.73,34.22,22.78,133.69,105.45,43.015,42.32,125.34,40.7,376.06,51.575,37.605,273.27,319.48,85.055,82.855,38.72,140.21,307.29,57.705,113.59,86.9,211.84,148.69,182.33,97.17,43.35,76.2,306.15
1586268146.280141,167.6,269.05,2034.05,1209.22,200.32,171.5,284600,138.095,124.095,175.8,117.56,93.89,50.97,276.09,60.35,56.925,257.045,30.385,79.49,200.32,85.26,47.64,34.2,22.74,133.39,105.75,43.195,42.32,125.34,40.7,375.305,51.475,37.635,272.07,318.31,85.1,82.79,38.705,140.31,306.1,57.675,113.59,86.84,212.005,148.755,182.295,97.49,43.2,76.21,305.3
1586268206.549367,167.47,268.5,2031.09,1209.325,200.08,171.21,284600,138.32,123.94,175.54,117.56,93.51,50.87,275.64,60.145,56.945,256.745,30.385,79.41,200.25,85.26,47.55,34.14,22.755,133.28,105.46,43.09,42.285,125.34,40.7,374.33,51.56,37.54,271.755,317.7,84.705,82.8,38.645,140.145,305.79,57.7,113.59,86.66,212.005,148.8,182.12,97.465,43.2,76.155,305.74
1586268266.755716,166.74,268.02,2029.495,1206.965,199.99,171.15,284600,138.27,123.94,174.86,117.3,93.27,50.75,274.73,60.075,56.83,256.41,30.28,79.51,199.66,85.26,47.49,34.13,22.68,133.095,105.265,43.1,42.175,125.34,40.7,373.78,51.44,37.485,270.35,316.97,84.575,82.65,38.505,140.29,305.04,57.53,113.59,86.37,211.205,148.32,181.96,96.96,43.15,76.04,305.24
1586268327.040482,167.0,268.03,2024.3,1206.12,200.025,171.14,284600,137.98,123.65,174.66,117.36,93.245,50.74,274.14,60.165,56.89,257.05,30.325,79.43,200.02,85.21,47.57,33.985,22.66,133.06,105.285,43.095,42.12,125.34,40.7,373.835,51.46,37.5,269.88,317.64,84.55,82.81,38.425,140.345,304.825,57.59,113.59,86.52,211.28,148.42,181.33,97.44,43.24,75.98,306.0
1586268389.535456,166.535,267.88,2022.955,1205.32,199.87,170.88,284600,137.73,123.72,174.905,117.33,93.375,50.81,273.675,60.055,56.89,257.99,30.37,79.085,199.58,85.125,47.58,33.95,22.66,132.705,105.43,43.24,42.19,125.34,40.7,372.4,51.375,37.545,270.665,316.2,84.86,82.84,38.515,140.25,304.825,57.61,113.59,86.44,210.595,147.82,181.33,97.365,43.24,75.865,306.0
1586268449.766646,166.51,267.23,2021.2,1203.4,199.67,170.2,284600,137.89,123.72,174.25,117.44,93.2,50.81,272.905,60.14,56.935,256.9,30.38,79.1,199.29,85.14,47.58,33.97,22.625,132.88,105.3,43.23,42.19,125.34,40.7,372.4,51.415,37.5,269.84,315.75,84.89,82.93,38.415,140.445,305.11,57.62,113.59,86.21,210.755,147.04,181.06,96.96,43.23,75.83,305.135
1586268509.9781,166.09,266.77,2023.07,1203.4,199.53,170.25,284600,137.87,123.545,174.2,117.245,93.03,50.74,272.84,60.025,56.93,254.745,30.365,79.11,199.45,85.09,47.585,33.98,22.565,133.04,105.15,43.185,42.03,125.34,40.7,373.355,51.425,37.495,269.26,315.75,84.455,83.07,38.435,140.345,305.05,57.65,112.675,86.01,211.005,146.745,181.06,96.87,43.2,75.99,304.71
1586268571.911468,165.94,266.44,2017.45,1199.38,199.14,169.96,284600,138.01,123.945,173.37,117.5,92.7,50.74,272.11,59.91,56.925,254.34,30.285,79.21,198.91,85.03,47.565,33.895,22.49,132.88,104.98,43.03,41.905,125.34,40.7,371.93,51.365,37.5,268.785,314.805,84.365,83.07,38.24,140.41,305.14,57.54,112.59,85.83,211.15,146.65,180.2,96.965,43.18,75.84,304.495
1586268632.12023,165.825,266.575,2018.21,1201.7,199.135,170.13,284600,138.355,124.32,172.9,117.29,92.475,50.58,272.07,59.915,56.825,254.155,30.33,79.35,198.83,84.96,47.445,33.935,22.455,132.945,104.69,42.935,41.99,125.34,40.7,372.17,51.37,37.525,268.3,314.805,84.17,82.87,38.155,140.685,305.21,57.66,112.59,85.845,211.34,146.66,180.49,96.775,43.18,75.785,304.755
1586268693.398958,165.165,266.88,2018.37,1201.36,199.03,170.535,284600,138.51,124.415,173.175,117.29,92.51,50.55,272.04,59.815,56.825,255.0,30.35,79.26,199.42,84.9,47.46,33.985,22.44,133.0,104.48,42.95,41.935,125.34,40.7,372.44,51.335,37.565,268.555,314.805,84.25,82.87,38.205,140.89,305.715,57.81,112.59,85.91,211.33,146.76,180.425,96.76,43.18,75.68,304.855
1586268753.603981,164.985,265.63,2013.255,1201.15,198.3,169.935,284600,138.17,124.55,172.985,117.44,92.285,50.57,270.75,59.46,56.705,254.2,30.21,79.195,198.82,84.83,47.6,33.91,22.42,132.975,104.3,42.885,41.855,125.34,40.7,370.81,51.255,37.365,267.14,314.98,84.035,82.87,38.135,140.75,305.93,57.66,112.59,85.73,210.925,146.71,179.38,96.76,43.105,75.78,305.13
1586268815.609407,165.43,265.475,2012.715,1199.62,198.81,169.94,284600,137.93,124.015,173.09,117.385,92.185,50.51,270.505,59.49,56.75,254.2,30.275,79.2,198.82,84.8,47.585,33.91,22.415,132.88,104.65,42.84,41.785,125.34,40.7,370.96,51.325,37.365,266.91,314.99,83.82,82.87,38.135,141.01,305.12,57.72,112.59,85.56,211.16,146.89,179.74,96.79,43.105,75.78,304.36
1586268875.839055,165.35,265.265,2006.92,1193.13,198.375,169.84,284600,137.72,124.03,172.83,117.41,91.86,50.51,269.37,59.19,56.64,253.375,30.135,79.29,198.82,84.79,47.555,33.94,22.32,132.745,104.2,42.625,41.765,125.34,40.7,370.235,51.31,37.295,265.77,314.99,83.9,82.78,38.08,140.8,304.85,57.73,112.59,85.305,211.16,146.59,179.74,96.405,43.105,75.76,304.48
1586268936.667177,165.205,265.16,2010.315,1192.06,197.6,169.8,284600,137.81,124.005,172.9,117.31,91.8,50.51,269.08,59.105,56.655,254.31,30.09,79.16,197.36,84.69,47.495,33.97,22.225,132.63,104.0,42.665,41.725,125.34,40.7,370.26,51.325,37.315,266.07,313.76,83.545,82.78,38.0,140.83,304.62,57.74,112.59,85.18,211.11,146.46,179.74,96.45,43.16,75.695,304.99
1586268997.071392,165.11,264.965,2012.905,1193.355,197.58,169.2,284600,137.62,124.2,172.3,117.35,91.53,50.3,268.16,58.905,56.58,253.79,30.13,79.16,197.06,84.69,47.49,33.88,22.19,132.65,103.835,42.645,41.705,125.34,40.7,370.22,51.295,37.305,264.9,313.1,83.59,82.74,38.03,140.91,305.2,57.64,112.59,85.2,211.0,146.06,178.7,96.29,43.16,75.57,303.84
1586269057.27157,165.26,265.25,2015.88,1193.62,198.245,169.35,284600,137.8,124.46,172.275,117.69,91.455,50.3,268.7,58.95,56.6,253.17,30.19,79.435,197.14,84.84,47.5,33.975,22.21,132.99,103.54,42.395,41.74,125.34,40.7,371.13,51.32,37.395,265.305,313.5,83.325,82.685,37.945,141.26,305.75,57.825,112.59,85.2,211.0,146.09,178.53,96.305,43.16,75.455,303.995
1586269117.474297,165.05,265.73,2013.615,1196.37,198.365,169.35,284600,137.725,124.57,172.73,117.67,91.43,50.36,269.86,59.04,56.705,253.405,30.24,79.435,198.01,85.03,47.65,34.05,22.21,133.545,103.29,42.38,41.75,125.34,40.375,372.28,51.49,37.385,265.305,313.95,83.37,82.905,37.94,141.495,306.02,57.835,112.59,85.27,210.945,146.32,178.925,96.32,43.33,75.495,303.44
1586269177.676583,164.93,266.02,2014.265,1194.04,198.34,169.35,284600,137.855,124.57,172.6,117.67,91.24,50.385,269.05,59.235,56.65,253.62,30.22,79.56,198.01,85.01,47.75,34.02,22.185,133.71,103.16,42.455,41.74,125.34,40.41,373.27,51.66,37.345,266.615,314.34,83.25,82.94,37.98,142.03,306.78,57.955,112.59,85.255,210.945,146.32,178.92,96.1,43.33,75.58,304.17
1586269237.880396,165.235,266.525,2015.84,1194.38,198.71,169.95,284600,137.925,125.105,172.6,117.71,91.29,50.39,269.645,59.245,56.695,253.405,30.26,79.455,197.46,85.14,47.77,34.07,22.17,133.78,103.16,42.545,41.73,125.34,40.41,373.66,51.715,37.395,266.965,314.79,83.38,83.12,38.06,142.05,306.815,57.875,112.59,85.4,212.22,146.41,179.035,96.185,43.33,75.58,305.025
1586269298.084161,164.9,266.6,2014.325,1195.42,198.69,169.78,284600,138.045,124.77,173.12,117.73,91.34,50.39,269.505,59.07,56.625,253.555,30.245,79.4,198.03,85.15,47.845,34.01,22.15,133.59,103.3,42.61,41.745,125.34,40.42,372.79,51.6,37.315,266.75,314.5,83.52,83.045,38.07,141.97,306.815,57.92,112.59,85.22,212.12,146.465,178.76,96.17,43.33,75.58,304.27
1586269359.542973,165.08,266.54,2013.8,1194.43,198.69,169.295,284600,138.08,124.77,173.01,117.86,90.9,50.36,269.53,59.04,56.595,253.73,30.225,79.445,197.57,85.14,47.84,34.05,22.095,133.46,103.2,42.425,41.69,125.34,40.385,372.61,51.505,37.315,266.49,314.405,83.48,83.05,38.01,142.08,307.04,57.985,112.59,85.31,212.44,146.64,177.82,96.13,43.33,75.5,304.75
1586269419.756838,164.52,265.21,2011.755,1190.765,198.35,168.6,284600,137.945,125.0,172.39,117.885,90.665,50.23,268.66,58.8,56.42,253.63,30.125,79.58,197.51,85.13,47.79,33.97,21.98,133.38,102.535,42.155,41.58,125.34,40.305,371.665,51.39,37.175,265.045,314.65,82.845,82.88,37.855,142.275,307.04,57.89,112.59,85.02,212.44,146.58,177.585,96.17,43.33,75.48,305.06
1586269480.426924,164.64,265.46,2011.955,1191.04,198.35,168.94,284600,137.94,125.07,173.08,117.89,90.75,50.3,269.385,58.92,56.455,253.92,30.27,79.56,197.51,85.03,47.77,33.995,21.98,133.38,102.67,42.26,41.645,125.34,40.305,372.04,51.42,37.3,265.23,314.65,82.78,82.995,37.92,142.05,307.04,57.81,112.59,84.96,212.44,146.35,176.91,96.08,43.33,75.52,304.745
1586269540.610182,164.67,265.46,2014.79,1190.25,198.08,168.765,284600,138.115,125.35,172.96,118.2,90.8,50.29,269.66,58.805,56.45,253.82,30.29,79.555,197.435,85.01,47.86,34.04,21.97,133.49,102.215,42.215,41.61,125.34,40.305,372.355,51.56,37.275,265.23,313.76,82.36,82.995,37.855,142.01,307.54,57.85,112.59,84.98,212.745,146.07,176.155,95.97,43.37,75.575,304.795
1586269600.833153,164.435,265.58,2014.92,1192.56,198.265,169.185,284600,138.23,125.4,172.985,118.13,90.8,50.26,269.965,58.93,56.56,254.58,30.315,79.555,197.435,85.23,47.895,34.105,21.99,133.49,102.24,42.355,41.605,125.34,40.305,372.355,51.56,37.245,265.84,313.775,82.475,83.17,37.99,142.5,308.04,57.85,112.59,85.12,212.745,146.145,176.74,96.29,43.41,75.54,304.825
1586269661.03936,164.54,265.5,2012.32,1191.85,198.265,169.27,284600,138.35,125.13,173.37,117.94,91.07,50.26,269.96,58.87,56.52,254.835,30.35,79.555,197.975,85.13,47.865,34.045,21.995,133.5,102.335,42.385,41.565,125.34,40.305,372.49,51.51,37.26,265.97,313.545,82.85,83.285,38.02,142.28,308.28,57.775,112.27,85.19,212.6,146.11,177.08,96.45,43.355,75.76,305.155
1586269721.241996,164.705,265.715,2012.32,1192.77,198.265,169.3,284600,138.295,125.27,173.66,118.0,91.155,50.31,269.965,58.95,56.575,254.43,30.37,79.57,198.49,85.16,47.855,34.05,21.995,133.48,102.645,42.425,41.565,125.34,40.305,372.495,51.555,37.275,266.08,313.065,83.27,83.45,38.01,142.47,308.01,57.735,112.27,85.32,212.6,146.3,177.23,96.41,43.33,75.755,305.0
1586269783.045586,164.29,265.36,2011.92,1191.11,198.64,168.92,284600,138.5,125.04,173.055,118.165,90.755,50.23,269.51,58.7,56.485,254.71,30.31,79.54,198.49,85.09,47.9,34.04,21.94,133.33,102.55,42.27,41.395,123.07,40.305,372.005,51.43,37.22,265.19,312.52,83.055,83.405,37.88,142.18,307.89,57.675,112.27,85.04,212.6,146.415,177.23,96.12,43.33,75.84,305.07
1586269843.823902,164.51,265.16,2011.92,1190.05,198.64,168.78,284600,138.8,125.05,173.55,118.23,90.69,50.23,270.48,58.855,56.475,254.965,30.37,79.76,198.02,85.09,47.92,34.13,21.89,133.19,102.48,42.25,41.54,123.07,40.305,372.02,51.465,37.3,265.19,312.055,83.1,83.6,37.9,142.455,307.83,57.8,112.15,85.07,212.8,145.42,176.515,96.49,43.33,75.81,305.305
1586269904.025284,164.55,265.6,2011.72,1191.655,198.41,168.895,284600,138.79,125.135,173.56,118.335,91.075,50.21,270.43,58.85,56.625,254.965,30.385,79.69,197.91,84.985,47.9,34.17,21.985,133.43,102.765,42.315,41.525,123.2,40.305,372.11,51.435,37.255,265.19,312.02,83.18,83.5,37.88,142.265,307.65,57.725,112.19,85.1,212.8,145.67,176.71,96.49,43.33,75.81,305.305
1586269964.314207,165.08,266.39,2011.72,1191.655,198.41,168.97,284600,138.88,125.135,174.01,118.5,91.215,50.37,271.05,58.915,56.66,254.965,30.455,79.785,198.27,84.985,47.915,34.185,21.995,133.51,103.005,42.375,41.595,123.2,40.305,372.31,51.54,37.375,265.19,313.29,83.6,83.61,37.87,142.15,307.71,57.75,112.19,85.23,212.68,145.94,177.815,96.375,43.33,75.78,305.5
1586270024.861061,165.2,266.265,2018.0,1194.41,199.09,168.945,284600,139.08,125.045,174.31,118.5,91.44,50.46,271.545,59.04,56.665,255.43,30.475,79.825,198.63,85.0,47.955,34.18,22.07,133.47,103.23,42.425,41.585,123.425,40.305,371.88,51.645,37.375,266.62,313.88,83.88,83.51,38.05,142.21,307.84,57.66,112.19,85.46,212.33,146.185,178.42,96.375,43.33,75.875,305.02
