lastSaleTime,MSFT,AAPL,AMZN,GOOGL,BABA,FB,TSLA,JNJ,WMT,V,PG,JPM,TSM,MA,INTC,VZ,UNH,T,MRK,HD,NVS,KO,PFE,BAC,PEP,DIS,XOM,CSCO,TM,CHL,NFLX,ORCL,CMCSA,NVDA,ADBE,CVX,ABT,LLY,COST,BMY,SAP,NKE,AMGN,CRM,MCD,MDT,AZN,PM,TMO
1587475802.317619,173.12,275.945,2414.31,1242.135,209.89,175.14,728.59,149.51,0.0,0.0,119.245,88.595,51.62,246.865,58.275,57.365,0.0,0.0,0.0,200.87,0.0,45.65,35.67,21.85,0.0,100.06,40.21,41.84,0.0,0.0,444.555,53.24,36.735,281.66,0.0,79.93,95.88,154.745,0.0,0.0,0.0,0.0,0.0,0.0,177.02,0.0,0.0,72.56,323.51
1587475862.544873,172.775,276.22,2413.62,1246.91,210.485,175.04,732.105,149.71,129.67,161.33,119.92,88.765,51.75,246.36,58.46,57.68,274.84,30.36,82.1,199.81,88.81,44.89,35.71,21.94,132.17,99.95,40.085,41.82,0.0,0.0,443.71,53.23,36.555,281.72,341.02,80.14,96.3,155.13,311.14,61.08,119.02,86.24,234.97,159.51,177.89,99.63,50.13,74.4,322.9
1587475922.755873,173.26,276.58,2422.285,1247.78,211.785,175.08,740.5,149.85,129.73,161.95,119.69,88.925,51.74,247.2,58.44,57.92,276.64,30.31,82.18,200.85,88.86,44.6,35.785,22.0,132.58,100.3,39.78,41.85,0.0,38.35,446.33,53.27,36.67,283.13,341.99,79.67,96.27,155.18,311.6,61.26,119.02,86.5,234.83,159.53,178.48,99.23,50.13,74.655,323.22
1587475982.959184,173.13,276.52,2418.37,1246.67,211.62,174.93,738.305,149.59,129.11,161.57,119.21,89.16,51.65,247.63,58.345,57.88,277.565,30.31,82.17,200.79,88.88,44.47,35.81,22.035,131.95,100.62,40.015,41.85,0.0,38.38,444.11,53.225,36.48,283.45,341.04,80.03,96.115,155.28,309.42,61.18,119.15,86.18,234.97,159.62,178.975,99.215,50.27,74.66,323.015
1587476043.188682,173.01,275.915,2412.615,1244.88,211.69,174.61,739.3,149.48,128.635,161.83,119.52,89.16,51.6,247.225,58.41,57.82,279.255,30.27,81.915,200.71,88.86,44.55,35.78,22.095,131.895,100.14,40.02,41.7,0.0,38.38,441.05,53.135,36.43,284.42,340.895,79.955,96.28,154.95,307.51,61.05,119.15,86.175,234.26,159.31,178.68,99.41,50.23,74.99,322.745
1587476103.401425,172.81,274.33,2403.11,1238.47,211.02,174.145,735.99,149.75,129.11,162.08,119.345,89.32,51.445,247.23,58.37,57.655,277.36,30.17,82.03,201.06,88.86,44.56,35.76,22.07,131.895,100.25,39.87,41.64,0.0,38.27,441.34,53.085,36.495,283.865,341.07,79.73,96.36,155.17,308.28,61.14,118.84,86.225,234.54,159.75,178.48,99.34,50.26,74.66,321.99
1587476163.608337,172.46,273.33,2406.13,1236.44,211.085,173.78,735.93,148.91,129.11,162.01,119.38,89.06,51.38,246.99,58.23,57.465,276.87,30.115,82.14,200.94,88.81,45.06,35.6,22.015,131.68,100.27,39.72,41.5,121.61,38.27,442.25,53.075,36.445,282.96,340.18,79.305,96.24,155.17,308.28,61.06,118.84,86.24,233.78,159.28,178.4,99.335,50.26,74.45,321.99
1587476223.814874,172.35,273.0,2404.91,1233.49,211.03,173.255,740.0,148.91,129.02,161.915,119.305,89.38,51.225,246.95,58.2,57.395,275.76,30.135,81.815,201.06,88.77,45.28,35.57,22.075,131.76,100.46,39.88,41.5,121.61,38.29,443.34,53.09,36.43,283.43,340.08,79.825,95.88,154.71,308.0,60.88,118.84,86.145,232.95,159.245,178.56,99.31,50.31,75.03,320.02
1587476284.017333,171.8,273.05,2397.09,1231.17,211.49,172.99,744.48,148.76,128.84,161.77,119.105,89.425,51.33,246.665,58.2,57.38,275.72,30.195,82.01,201.05,88.56,45.115,35.525,22.05,131.58,100.3,39.89,41.42,121.61,38.27,442.39,53.005,36.34,282.71,340.08,79.96,95.75,154.52,307.43,60.88,118.84,86.16,232.53,158.73,178.95,99.35,50.215,74.75,319.06
1587476344.569718,171.36,272.26,2380.42,1228.015,210.875,172.35,737.01,148.79,128.88,161.315,118.76,89.15,51.26,246.33,58.135,57.22,275.41,30.06,82.01,201.06,88.48,44.9,35.51,21.97,131.28,99.75,39.735,41.42,121.61,38.27,440.11,52.86,36.18,283.13,338.655,79.95,95.52,154.34,307.32,60.88,118.435,85.885,232.28,158.19,178.22,99.345,50.215,74.0,319.35
