lastSaleTime,MSFT,AAPL,AMZN,GOOGL,BABA,FB,TSLA,JNJ,WMT,V,PG,JPM,TSM,MA,INTC,VZ,UNH,T,MRK,HD,NVS,KO,PFE,BAC,PEP,DIS,XOM,CSCO,TM,CHL,NFLX,ORCL,CMCSA,NVDA,ADBE,CVX,ABT,LLY,COST,BMY,SAP,NKE,AMGN,CRM,MCD,MDT,AZN,PM,TMO,MSFT_volume,AAPL_volume,AMZN_volume,GOOGL_volume,BABA_volume,FB_volume,TSLA_volume,JNJ_volume,WMT_volume,V_volume,PG_volume,JPM_volume,TSM_volume,MA_volume,INTC_volume,VZ_volume,UNH_volume,T_volume,MRK_volume,HD_volume,NVS_volume,KO_volume,PFE_volume,BAC_volume,PEP_volume,DIS_volume,XOM_volume,CSCO_volume,TM_volume,CHL_volume,NFLX_volume,ORCL_volume,CMCSA_volume,NVDA_volume,ADBE_volume,CVX_volume,ABT_volume,LLY_volume,COST_volume,BMY_volume,SAP_volume,NKE_volume,AMGN_volume,CRM_volume,MCD_volume,MDT_volume,AZN_volume,PM_volume,TMO_volume
1588167002.652754,173.11,284.645,2330.46,1341.78,202.85,190.86,790.975,151.325,125.45,176.63,0.0,99.185,0.0,278.3,59.43,58.35,0.0,31.11,82.01,221.01,87.33,47.23,38.38,24.89,136.86,109.85,46.21,43.35,0.0,0.0,398.57,0.0,38.83,296.515,0.0,0.0,0.0,157.84,0.0,62.41,0.0,90.05,239.495,0.0,188.41,99.67,52.02,0.0,333.5,1256,214,111,1006,1010,6751,200,100,200,397,0,1224,0,217,1200,2200,0,300,300,100,100,105,905,151,105,300,300,200,0,0,2698,0,200,200,0,0,0,100,0,100,0,157,2,0,2,9,100,0,5
1588167062.859373,172.23,284.57,2327.65,1346.92,202.83,190.59,796.78,150.91,125.14,176.49,0.0,98.94,53.74,277.44,59.39,58.36,291.945,31.2,81.41,221.45,87.225,47.21,38.38,24.755,136.86,109.205,46.325,43.21,0.0,0.0,398.645,54.03,38.795,295.83,338.275,92.585,91.99,157.84,303.73,62.34,117.91,89.95,238.54,158.03,188.16,99.26,51.86,78.0,333.495,4855,1771,350,5729,10231,10407,1625,582,5643,2270,0,11885,1334,619,11390,6543,302,3698,501,303,560,1105,1406,6339,105,9701,5367,4900,0,0,10739,503,5567,1405,127,1400,304,100,105,900,100,257,68,1216,402,920,2400,300,157
1588167123.061219,172.355,284.91,2334.92,1343.725,202.81,190.785,793.42,150.715,125.11,176.58,116.8,99.1,53.61,277.58,59.535,58.38,289.155,31.27,81.28,220.675,87.21,47.17,38.13,24.795,136.12,109.505,46.335,43.255,0.0,0.0,396.27,53.88,38.76,295.24,336.325,92.87,91.69,156.61,303.73,62.305,117.855,89.67,238.54,158.0,187.995,99.235,51.92,77.945,333.13,12595,5120,2718,7088,20231,29065,2091,984,6412,4300,102,15724,2134,3219,24649,13458,802,9994,901,803,760,4751,7219,11518,490,23058,7299,7773,0,0,12915,603,8671,1805,147,5696,504,150,105,1700,200,903,68,2601,970,1420,3600,1375,257
1588167183.267205,172.3,285.025,2332.855,1344.44,202.78,190.33,792.38,150.77,125.6,177.15,116.92,99.015,53.61,278.01,59.625,58.435,289.26,31.4,81.255,220.6,87.32,47.18,38.23,24.77,135.34,109.62,46.405,43.27,0.0,0.0,398.36,53.945,38.925,294.99,337.305,93.34,91.425,156.565,303.73,62.245,117.955,89.655,238.54,157.9,187.605,99.175,51.98,77.925,333.04,21486,9392,3307,13030,29768,34784,3565,1265,6425,5354,652,18324,2795,4319,26749,17857,1102,14094,1901,1676,1060,5856,10077,15079,985,25941,8799,8073,0,0,14423,1176,9971,3205,247,8600,610,535,105,2000,500,1103,68,3001,1076,2520,3900,1575,357
1588167243.494485,172.185,285.12,2333.745,1345.5,202.765,191.43,794.7,150.67,125.46,177.18,116.68,98.85,53.61,277.58,59.515,58.255,287.92,31.385,81.13,220.44,87.16,47.22,38.14,24.73,135.2,109.84,46.43,43.29,0.0,0.0,397.935,53.95,38.83,294.755,336.73,93.07,91.24,156.565,303.73,62.245,117.935,89.87,238.54,157.6,187.605,98.81,51.9,77.82,333.04,26006,12209,3546,16448,37878,40393,4059,1720,7025,6484,861,21129,3406,5619,28731,22297,1402,20157,3029,2176,1391,6956,15791,20136,1285,26841,9132,8473,0,0,16178,1676,11971,3950,381,9107,1154,535,105,2000,1200,1262,68,3301,1076,2834,5015,1975,357
1588167303.69748,172.37,285.42,2330.185,1346.925,203.26,191.34,799.77,150.395,125.56,177.12,116.47,98.84,53.685,278.77,59.475,58.32,288.14,31.47,81.21,220.63,87.1,47.29,38.17,24.7,135.66,110.22,46.62,43.37,0.0,0.0,397.275,53.99,38.8,294.99,336.73,93.635,91.24,156.76,303.73,62.21,117.955,89.93,236.565,157.01,187.605,98.97,51.85,78.04,333.04,28835,13598,3880,18079,45993,42168,6451,2220,7325,10384,1498,25896,5097,7135,30769,28512,1702,21208,3747,2876,1566,7832,24891,27745,1431,28814,9883,9126,0,0,17884,1796,13271,4720,381,9507,1154,635,105,2600,1500,1784,78,3501,1076,3434,5215,2591,357
1588167363.933025,172.55,285.22,2318.38,1348.115,203.23,191.82,797.25,150.45,125.51,177.29,116.47,98.85,53.66,279.33,59.64,58.215,287.5,31.385,80.86,220.84,86.96,47.21,38.14,24.7,135.56,109.595,46.42,43.38,0.0,0.0,395.86,54.01,38.65,294.345,337.21,93.34,91.27,156.52,302.42,62.14,117.955,89.87,236.95,157.04,188.85,99.01,51.74,78.24,333.04,30825,15621,5001,19280,51539,43745,7834,2420,7425,11384,1498,35897,5297,8145,34455,30296,2502,26384,4347,3577,1966,8035,25991,31064,1433,31364,10484,10326,0,0,19289,2796,16760,5820,581,10268,1354,706,205,2941,1500,1884,178,3801,6248,3834,6115,3354,357
1588167424.152026,172.33,285.3,2319.005,1346.175,203.145,192.53,797.26,150.335,125.19,177.55,116.47,99.12,53.585,279.33,59.81,58.295,287.405,31.395,80.92,220.74,86.94,47.22,38.135,24.79,135.2,109.44,46.55,43.47,0.0,0.0,395.005,53.99,38.7,294.71,337.21,93.34,91.11,156.02,302.42,62.105,117.955,89.82,237.305,157.015,188.5,99.09,51.64,78.24,330.95,31835,18190,5959,26490,53028,55417,7915,2720,7725,11484,1498,41489,6197,8145,36070,32396,4202,28596,4647,3977,2364,8235,26891,35659,1651,34364,12938,11026,0,0,21756,3001,17790,6539,581,10268,2554,1008,205,3041,1500,1984,378,4901,6252,4434,6215,3354,360
1588167484.361617,172.0,284.965,2310.99,1338.665,202.81,191.55,792.35,150.52,124.48,177.735,116.54,98.965,53.55,278.74,59.6,58.26,286.46,31.31,81.22,220.66,87.0,47.17,38.185,24.75,135.395,108.86,46.5,43.305,0.0,0.0,394.46,53.91,38.56,294.055,335.5,92.93,91.46,156.95,302.42,62.16,117.79,89.82,237.22,156.65,188.37,99.01,51.62,78.24,331.25,33523,23931,6275,36781,55231,56137,8663,5820,10162,13284,2198,47748,6997,8549,38129,33939,4802,31538,5261,4724,3064,8635,28300,38132,1975,35669,13792,12430,0,0,22078,3201,19790,8817,1127,10746,4354,1104,205,3241,1600,1984,442,5001,6269,4748,6514,3354,472
1588167544.583575,172.39,285.07,2322.94,1337.01,203.72,191.95,792.56,150.55,124.49,178.13,116.515,98.865,53.52,279.52,59.775,58.255,286.65,31.26,80.91,220.25,86.93,47.18,38.205,24.735,135.335,108.77,46.28,43.31,0.0,0.0,395.28,53.825,38.515,294.73,336.19,92.52,91.475,157.11,301.49,62.17,117.79,90.19,237.25,156.86,188.45,99.06,51.52,77.95,331.76,34497,24207,6648,37544,59775,61901,8865,6220,10667,16940,2414,55088,7497,9898,38630,38733,5002,33515,6281,5024,3564,8945,32206,44738,2599,36672,15502,12726,0,0,23528,3301,21923,9270,1527,12104,4954,1137,306,3641,1600,2184,742,5801,11569,5148,6814,3454,581
