lastSaleTime,MSFT,AAPL,AMZN,GOOGL,BABA,FB,TSLA,JNJ,WMT,V,PG,JPM,TSM,MA,INTC,VZ,UNH,T,MRK,HD,NVS,KO,PFE,BAC,PEP,DIS,XOM,CSCO,TM,CHL,NFLX,ORCL,CMCSA,NVDA,ADBE,CVX,ABT,LLY,COST,BMY,SAP,NKE,AMGN,CRM,MCD,MDT,AZN,PM,TMO,MSFT_volume,AAPL_volume,AMZN_volume,GOOGL_volume,BABA_volume,FB_volume,TSLA_volume,JNJ_volume,WMT_volume,V_volume,PG_volume,JPM_volume,TSM_volume,MA_volume,INTC_volume,VZ_volume,UNH_volume,T_volume,MRK_volume,HD_volume,NVS_volume,KO_volume,PFE_volume,BAC_volume,PEP_volume,DIS_volume,XOM_volume,CSCO_volume,TM_volume,CHL_volume,NFLX_volume,ORCL_volume,CMCSA_volume,NVDA_volume,ADBE_volume,CVX_volume,ABT_volume,LLY_volume,COST_volume,BMY_volume,SAP_volume,NKE_volume,AMGN_volume,CRM_volume,MCD_volume,MDT_volume,AZN_volume,PM_volume,TMO_volume
1587389402.36799,176.57,277.85,2388.47,1268.025,209.71,177.52,730.01,0.0,0.0,167.37,121.39,92.46,53.12,0.0,59.375,58.09,284.875,30.84,82.715,0.0,89.73,47.51,0.0,22.555,136.47,0.0,40.62,41.88,0.0,0.0,434.5,53.96,0.0,286.865,339.775,82.695,95.125,0.0,0.0,0.0,0.0,0.0,0.0,160.56,0.0,0.0,0.0,0.0,0.0,1061,918,403,310,2100,303,1410,0,0,10,200,400,400,0,1100,100,100,1181,200,0,101,100,0,410,100,0,2281,430,0,0,1496,694,0,654,379,400,200,0,0,0,0,0,0,200,0,0,0,0,0
1587389462.57121,176.68,278.99,2397.16,1268.53,210.04,177.415,734.0,150.8,132.155,166.32,122.125,92.02,53.25,253.58,59.26,58.155,285.08,30.9,81.98,206.72,89.65,47.61,36.445,22.495,136.29,103.3,40.79,41.99,0.0,0.0,437.51,53.92,37.535,285.64,341.67,82.47,95.775,156.425,317.575,60.96,121.325,88.26,233.34,161.14,183.745,101.93,49.95,75.78,327.99,3983,11364,1693,1269,10836,1790,4782,1024,1001,1920,18949,4170,900,743,10400,3800,400,2792,5213,400,548,7142,12019,8564,728,1343,8540,5567,0,0,7013,1394,6820,2995,1042,2940,7242,283,513,3101,200,997,293,960,105,397,500,310,210
1587389522.778114,176.355,279.265,2402.98,1269.5,210.965,177.84,738.29,151.13,132.1,166.4,122.29,92.44,53.26,253.58,59.425,58.12,284.775,30.82,81.68,207.54,89.725,47.6,36.465,22.47,136.29,102.94,40.94,42.0,0.0,38.87,440.07,54.01,37.5,287.34,340.09,83.12,95.86,156.425,317.27,61.14,121.325,88.34,234.75,161.22,184.42,102.105,49.97,76.065,327.99,4801,17327,3467,1903,20102,3790,5868,1226,1082,1930,19057,4775,1000,743,12988,4201,1135,6180,7039,700,648,14375,12775,13294,728,3678,16339,6453,0,100,8794,1594,8120,3620,1142,7634,11623,283,613,4886,200,1917,493,1860,195,497,1000,772,210
1587389582.989167,176.95,279.505,2415.06,1270.515,211.085,177.49,737.63,151.84,132.685,166.9,122.87,92.035,53.41,255.13,59.455,58.17,284.79,30.81,81.86,207.27,89.75,47.69,36.52,22.415,136.29,102.63,40.76,42.195,0.0,38.915,440.05,53.93,37.425,288.04,342.47,82.65,95.87,156.425,317.89,61.355,121.485,88.36,235.43,162.1,184.43,101.98,50.02,76.13,328.05,5401,20009,5118,2333,34891,5265,6482,2204,1422,2034,19457,5837,1800,943,16449,4701,1758,7197,10039,1100,748,15503,28491,21841,728,4371,18211,10509,0,407,10131,2694,10620,3720,1987,10349,13096,283,1018,5487,300,2317,1249,2762,295,597,1100,1392,310
1587389643.210144,176.965,280.07,2420.42,1271.27,210.83,177.41,737.63,151.58,132.655,166.69,122.57,92.05,53.26,254.61,59.43,58.15,283.89,30.76,81.71,206.28,89.75,47.63,36.425,22.4,136.62,102.85,40.84,42.29,0.0,38.915,438.53,54.06,37.38,287.835,343.39,82.25,95.77,156.425,318.17,61.28,121.485,88.32,234.745,161.95,184.235,101.98,50.02,76.11,327.59,5688,21417,7267,2636,43439,6167,6482,3204,1650,2235,25377,6731,5950,2863,19825,6001,2180,8577,11844,2000,748,17022,29313,25814,1954,5082,20102,12247,0,407,11796,3794,12573,3870,2390,12052,14500,283,1418,6287,300,3917,2500,3516,337,597,1100,2525,510
1587389703.413038,177.175,279.575,2423.43,1269.3,211.12,177.15,731.69,151.59,132.55,166.65,122.89,91.905,53.15,254.59,59.265,58.085,283.545,30.74,81.68,205.74,89.7,47.61,36.345,22.38,136.565,102.65,40.91,42.18,0.0,38.915,437.51,54.025,37.34,286.66,344.025,82.34,95.8,155.95,317.81,61.43,121.485,88.34,235.21,162.01,184.235,102.045,50.02,76.28,326.855,7998,23360,7894,3537,50549,6767,8244,3388,2390,2255,28874,9031,6850,3739,24514,6701,2580,8954,12644,2051,848,18390,30241,28590,1961,5456,22969,15224,0,607,12896,4627,13373,4283,3148,13700,15177,389,1518,7371,300,4317,2600,3816,337,797,1100,2825,612
1587389763.691634,177.25,279.145,2426.34,1267.6,211.125,177.355,724.165,151.5,132.575,166.66,122.995,92.085,53.225,254.89,59.275,58.145,283.755,30.725,81.61,206.31,89.75,47.58,36.38,22.455,136.72,102.63,41.25,42.19,0.0,38.94,436.88,54.01,37.36,287.49,344.025,82.93,96.08,155.95,316.87,61.77,121.485,88.35,235.35,162.135,184.17,102.07,50.02,76.58,327.66,10072,24902,8715,3637,54362,7002,11830,3539,2490,2565,31972,9731,10814,4289,47180,8412,3590,16874,15894,2351,1148,18990,33642,33304,2471,6116,25714,18285,0,732,17772,6235,14908,5138,3148,15708,18374,389,1618,8672,300,7866,2703,4116,487,1097,1100,6725,912
1587389823.896231,177.575,279.09,2440.485,1266.43,211.61,177.72,715.08,151.42,132.75,166.715,123.05,92.06,53.305,254.89,59.32,58.195,285.4,30.81,81.54,206.31,89.79,47.58,36.38,22.445,136.73,103.005,41.15,42.22,0.0,39.005,439.64,53.995,37.46,287.61,344.64,83.13,95.98,155.72,316.87,61.9,121.485,88.37,235.67,162.47,184.28,102.095,50.02,76.31,327.2,13075,25682,9695,4538,57257,8102,14191,3751,2690,2965,33085,11431,12829,4289,52286,9512,3990,17074,19288,2351,1474,19815,33642,37489,2783,7110,29993,20217,0,804,18533,6835,16908,5313,3265,16708,21275,396,1618,10285,300,9975,2827,4516,687,1218,1100,9538,3357
1587389884.106383,177.65,279.22,2437.785,1264.905,211.78,177.86,718.6,151.36,132.835,166.87,122.91,92.4,53.33,255.9,59.33,58.3,286.31,30.865,81.495,206.41,89.84,47.645,36.35,22.475,136.825,102.885,41.235,42.215,0.0,39.07,440.27,54.045,37.55,287.625,345.33,82.96,96.02,155.675,316.87,61.98,121.485,88.375,235.64,162.54,184.03,102.41,50.02,76.62,327.83,15188,27507,10346,4550,59264,8502,15056,3851,3640,3300,34753,12638,13652,5772,60981,10649,5290,18375,21884,2751,1774,20816,35086,40142,2792,8708,33086,22249,0,927,20994,7035,17708,5413,3583,17708,23031,413,1618,10785,300,11852,3157,4816,887,2534,1100,9949,3361
1587389944.301422,177.67,279.35,2437.06,1263.35,212.625,178.36,719.49,151.21,133.04,166.59,122.72,92.43,53.38,256.12,59.49,58.27,286.05,30.865,81.38,206.41,89.8,47.58,36.4,22.5,136.645,103.015,41.535,42.225,0.0,39.05,440.95,53.995,37.555,288.95,345.535,83.55,96.11,155.785,316.87,62.07,121.485,88.375,235.74,162.79,184.03,102.775,50.02,76.66,327.44,18424,41219,10597,4950,62184,9748,15156,4151,4049,4865,35751,13038,15660,6072,64281,11764,5390,19915,22516,2751,2024,21567,35249,45378,2829,16051,41416,22549,0,974,22355,7735,18017,5943,3783,23016,24826,1241,1618,11385,300,11852,3264,5551,887,2772,1100,10086,3368
