symbol,lastSaleTime,lastSalePrice,volume
FB,1583850587295,175.48,109241
FB,1583850662065,175.49,110041
FB,1583850710009,175.3,111341
FB,1583850774173,175.14,112656
FB,1583850843304,175.195,114673
FB,1583850890239,175.205,117648
FB,1583850959042,175.41,117906
FB,1583851022844,175.305,118623
FB,1583851084449,175.13,119533
FB,1583851138868,175.3,120054
FB,1583851170019,175.36,120154
FB,1583851258315,175.0,120664
FB,1583851319854,174.97,121274
FB,1583851384054,174.62,122794
FB,1583851430949,174.715,124053
FB,1583851499655,174.435,125293
FB,1583851562138,174.475,125693
FB,1583851622557,174.03,126237
FB,1583851681190,173.755,126463
FB,1583851741456,173.68,127663
FB,1583851768961,173.62,130063
FB,1583851817227,173.44,130163
FB,1583851918381,173.49,133173
FB,1583851986581,173.36,133943
FB,1583852046970,173.38,134850
FB,1583852108807,173.68,137150
FB,1583852158713,173.91,138178
FB,1583852214520,173.82,139838
FB,1583852289519,173.84,140279
FB,1583852343372,173.77,140805
FB,1583852385033,173.475,141605
FB,1583852442216,173.4,142055
FB,1583852509279,173.37,142255
FB,1583852538248,173.32,142280
FB,1583852645747,173.96,142680
FB,1583852694916,173.63,142980
FB,1583852768919,173.77,143591
FB,1583852793898,173.87,143751
FB,1583852887384,174.15,144070
FB,1583852948467,174.38,145041
FB,1583853011017,174.3,145641
FB,1583853066820,173.785,146081
FB,1583853129682,173.305,146201
FB,1583853176120,173.55,146701
FB,1583853232968,172.92,147077
FB,1583853311694,172.92,147377
FB,1583853359041,173.16,147477
FB,1583853425860,172.95,147777
FB,1583853495198,172.81,149512
FB,1583853557016,172.83,151251
FB,1583853602766,172.72,152026
FB,1583853677626,172.85,152181
FB,1583853725287,172.92,152511
FB,1583853789469,172.505,152997
FB,1583853846613,172.44,153297
FB,1583853908574,172.07,154622
FB,1583853977745,171.7,155025
FB,1583854042160,172.085,155178
FB,1583854084369,172.19,155978
FB,1583854136703,172.55,156683
FB,1583854202123,171.495,157233
FB,1583854277380,171.71,158193
FB,1583854343744,171.2,159201
FB,1583854384069,171.08,160206
FB,1583854451105,171.0,160507
FB,1583854508740,170.865,161100
FB,1583854581509,170.63,162636
FB,1583854629845,170.56,168365
FB,1583854697229,169.99,170324
FB,1583854755711,170.215,185380
FB,1583854806483,170.7,186085
FB,1583854867310,170.12,186304
FB,1583854867310,170.12,186304
FB,1583854975328,171.18,186730
FB,1583855028377,171.03,186753
FB,1583855125084,171.54,187080
FB,1583855182606,171.85,187410
FB,1583855228211,171.915,188226
FB,1583855301051,172.03,191946
FB,1583855365964,171.65,192434
FB,1583855419481,171.73,192668
FB,1583855485507,171.205,192799
FB,1583855537242,171.205,193204
FB,1583855597703,170.93,194104
FB,1583855655658,170.68,194305
FB,1583855725019,170.88,195800
FB,1583855761729,170.905,196200
FB,1583855832789,170.335,196600
FB,1583855896367,171.315,196800
FB,1583855969843,171.23,197411
FB,1583856004409,171.055,198014
FB,1583856083151,171.9,198139
FB,1583856109704,172.19,198339
FB,1583856208156,172.37,198939
FB,1583856271400,172.08,199046
FB,1583856300513,172.06,199141
FB,1583856391699,172.44,199241
FB,1583856391699,172.44,199241
FB,1583856391699,172.44,199241
FB,1583856546516,172.4,199446
FB,1583856546516,172.4,199446
FB,1583856689159,173.0,200145
FB,1583856753732,173.375,200602
FB,1583856797986,173.53,200954
FB,1583856868195,173.565,201257
FB,1583856911907,173.755,202901
