symbol,lastSaleTime,lastSalePrice,volume
FB,1584369001724,151.12,373472
FB,1584369062401,151.88,376045
FB,1584369118824,153.05,379374
FB,1584369172224,153.765,382621
FB,1584369242828,154.35,384359
FB,1584369296223,154.25,385259
FB,1584369343715,155.17,386865
FB,1584369415433,154.68,388269
FB,1584369482072,154.56,390269
FB,1584369521114,154.33,391935
FB,1584369602415,155.4,393235
FB,1584369660431,154.88,397897
FB,1584369725092,155.49,402217
FB,1584369760834,155.38,403530
FB,1584369832576,155.17,405237
FB,1584369902487,155.245,405937
FB,1584369962187,155.15,406335
FB,1584370023199,155.56,406935
FB,1584370084141,155.65,407822
FB,1584370135307,155.06,408022
FB,1584370191972,154.59,408632
FB,1584370242438,154.29,408683
FB,1584370328494,153.5,410841
FB,1584370383281,153.37,412826
FB,1584370444501,154.25,415338
FB,1584370498431,154.355,419179
FB,1584370552093,154.93,419694
FB,1584370621383,154.46,420300
FB,1584370688366,154.71,420700
FB,1584370747992,154.74,421450
FB,1584370805222,154.49,424060
FB,1584370869617,154.12,425030
FB,1584370925067,154.52,428136
FB,1584370980348,154.685,428396
FB,1584371039458,155.03,428797
FB,1584371105540,154.43,429545
FB,1584371164320,154.41,431815
FB,1584371231871,154.99,434216
FB,1584371292490,154.2,438322
FB,1584371331455,154.715,439099
FB,1584371413166,155.37,440349
FB,1584371444593,155.495,447877
FB,1584371531265,155.195,447925
FB,1584371589069,155.52,448136
FB,1584371651407,155.275,449150
FB,1584371714836,155.275,450580
FB,1584371764689,155.48,451580
FB,1584371828305,155.27,453700
FB,1584371891276,155.425,454690
FB,1584371955958,155.1,464490
FB,1584372015521,155.17,466407
FB,1584372078900,154.61,467913
FB,1584372129004,154.81,470644
FB,1584372191407,154.39,472384
FB,1584372257699,154.63,472684
FB,1584372303310,154.655,475547
FB,1584372376951,154.6,477932
FB,1584372437064,154.63,480906
FB,1584372496048,154.125,483854
FB,1584372550230,154.41,485804
FB,1584372618633,154.68,486566
FB,1584372676123,154.475,488451
FB,1584372732975,154.05,489606
FB,1584372795023,154.21,491694
FB,1584372861692,153.33,494636
FB,1584372921129,153.32,496822
FB,1584372978888,153.155,498395
FB,1584373041181,153.44,499631
FB,1584373102523,153.465,501029
FB,1584373156994,153.615,502073
FB,1584373204612,153.755,503456
FB,1584373283600,153.325,505425
FB,1584373342719,153.19,507044
FB,1584373401837,153.17,509912
FB,1584373448605,153.155,511446
FB,1584373517038,153.25,512201
FB,1584373573227,153.43,515330
FB,1584373641354,153.525,516178
FB,1584373703666,153.55,517211
FB,1584373765404,154.0,518479
FB,1584373818380,154.53,519239
FB,1584373884461,154.33,519995
FB,1584373925390,154.09,521231
FB,1584373996151,153.87,522031
FB,1584374063337,153.93,522831
FB,1584374116054,155.41,527617
FB,1584374182788,155.2,527915
FB,1584374243094,155.37,528275
FB,1584374303629,155.05,528512
FB,1584374342115,155.03,528538
FB,1584374405352,156.315,530013
FB,1584374444077,156.305,530038
FB,1584374528420,155.69,530916
FB,1584374594402,156.065,531217
FB,1584374663676,156.77,531677
FB,1584374724881,156.67,532144
FB,1584374783654,156.88,535165
FB,1584374848001,157.25,535790
FB,1584374908380,157.29,536640
FB,1584374950612,157.23,537457
FB,1584375019997,157.89,538676
FB,1584375083944,158.37,539186
FB,1584375144766,158.56,539946
FB,1584375209765,158.695,540835
FB,1584375257712,158.87,542035
FB,1584375296095,158.85,543297
FB,1584375382468,158.1,544704
FB,1584375447514,157.38,545304
FB,1584375507885,156.48,547654
FB,1584375571786,156.755,551454
FB,1584375632715,156.13,554039
FB,1584375692921,155.93,557789
FB,1584375741206,156.21,558977
FB,1584375807263,156.54,559976
FB,1584375854919,156.205,563165
FB,1584375926856,156.395,573070
FB,1584375986677,156.79,574574
FB,1584376054318,156.32,577296
FB,1584376113352,156.29,577514
FB,1584376175357,155.855,577727
FB,1584376232093,155.94,578827
FB,1584376293942,156.0,579151
FB,1584376351932,155.895,605278
FB,1584376415578,155.845,606629
FB,1584376473683,155.93,649372
FB,1584376536259,156.33,656355
FB,1584376596908,156.735,678651
FB,1584376655434,155.93,683814
FB,1584376694450,155.78,684414
FB,1584376746392,155.37,684814
FB,1584376821388,155.45,685114
FB,1584376883166,155.65,685414
FB,1584376944521,155.46,685945
FB,1584377017840,155.79,686350
FB,1584377061355,155.725,686565
FB,1584377137731,155.385,686790
FB,1584377196188,155.245,687828
FB,1584377253212,154.98,689154
FB,1584377311603,154.795,689854
FB,1584377374236,154.31,690395
FB,1584377438949,153.85,690929
FB,1584377484083,153.97,691079
FB,1584377545112,153.915,691429
FB,1584377611269,153.76,691929
FB,1584377671642,153.565,692979
FB,1584377736211,153.605,693204
FB,1584377801227,153.36,693605
FB,1584377848618,153.75,695379
FB,1584377918742,153.585,696081
FB,1584377974948,153.375,697481
FB,1584378040937,153.13,699371
FB,1584378095538,153.37,701711
FB,1584378157194,153.92,702150
FB,1584378218143,153.85,703350
FB,1584378277990,153.63,704197
FB,1584378322185,153.55,704603
FB,1584378401865,153.01,706096
FB,1584378437981,152.91,707579
FB,1584378509380,152.58,708606
FB,1584378581236,152.04,709400
FB,1584378641610,152.65,711077
FB,1584378697644,153.6,712269
FB,1584378764687,153.89,713572
FB,1584378819112,153.81,715321
FB,1584378872256,153.44,716450
FB,1584378923948,152.74,717001
FB,1584379005676,152.39,720001
FB,1584379065385,152.535,737601
FB,1584379124948,152.01,758358
FB,1584379173758,151.73,759662
FB,1584379244283,151.05,760716
FB,1584379303360,151.485,761599
FB,1584379329470,151.235,761899
FB,1584379404096,151.81,762999
FB,1584379476657,152.24,763499
FB,1584379538955,152.235,763799
FB,1584379601788,152.165,764099
FB,1584379666401,151.93,764723
FB,1584379722702,151.99,765245
FB,1584379776138,152.06,765845
FB,1584379845815,151.28,766250
FB,1584379885396,151.26,766590
FB,1584379960697,150.935,767212
FB,1584380017044,150.975,767824
FB,1584380086653,150.975,768531
FB,1584380132503,151.165,769031
FB,1584380208156,151.17,770002
FB,1584380266078,150.955,772240
FB,1584380325753,151.42,773140
FB,1584380385450,150.86,775127
FB,1584380430575,150.585,778367
FB,1584380508647,150.66,785814
FB,1584380568306,150.355,787215
FB,1584380626533,150.33,791236
FB,1584380681868,150.23,795640
FB,1584380742401,150.44,799156
FB,1584380771957,150.485,799256
FB,1584380856675,150.585,799458
FB,1584380927966,150.89,799762
FB,1584380990900,150.68,800088
FB,1584381051321,150.99,800610
FB,1584381064035,151.15,800710
FB,1584381151468,151.0,800910
FB,1584381228271,151.07,801807
FB,1584381284010,150.67,802307
FB,1584381333899,151.02,802857
FB,1584381412301,151.7,803557
FB,1584381474258,151.14,803757
FB,1584381533435,151.4,804130
