symbol,lastSaleTime,lastSalePrice,volume
FB,1582122602726,217.95,384
FB,1582122661121,216.83,4895
FB,1582122720569,216.84,7735
FB,1582122780164,216.38,13907
FB,1582122842526,216.715,17676
FB,1582122899242,217.105,27138
FB,1582122963802,217.265,30343
FB,1582123022508,217.46,37143
FB,1582123083251,217.64,43649
FB,1582123143824,217.81,47149
FB,1582123203392,217.46,47781
FB,1582123257336,217.485,50597
FB,1582123323974,217.765,51090
FB,1582123382374,217.9,53390
FB,1582123445830,217.73,54751
FB,1582123481253,217.77,55951
FB,1582123565638,217.91,56352
FB,1582123621284,217.955,56852
FB,1582123686113,217.98,57862
FB,1582123743719,217.715,58362
FB,1582123804064,217.63,59427
FB,1582123858756,217.665,59889
FB,1582123923587,217.88,61115
FB,1582123982785,217.91,62492
FB,1582124042678,217.945,64492
FB,1582124098605,217.87,66396
FB,1582124161611,217.85,68127
FB,1582124225342,217.87,72423
FB,1582124272826,217.61,75007
FB,1582124349556,217.535,76786
FB,1582124405417,217.675,77986
FB,1582124464001,217.77,78386
FB,1582124528275,217.445,79656
FB,1582124585511,217.37,80887
FB,1582124645590,217.34,83287
FB,1582124711041,217.425,84784
FB,1582124769695,217.38,86309
FB,1582124827704,217.24,87105
FB,1582124883220,217.03,88443
FB,1582124948343,216.98,90518
FB,1582125010957,217.005,92074
FB,1582125064854,216.88,94071
FB,1582125124456,216.925,95369
FB,1582125185981,216.94,96569
FB,1582125252079,216.98,97280
FB,1582125311803,216.815,99437
FB,1582125367866,216.99,100196
FB,1582125432364,217.04,101734
FB,1582125492986,217.0,102044
FB,1582125537189,217.02,102492
FB,1582125578217,217.145,103092
FB,1582125666078,217.12,103596
FB,1582125727986,217.11,104256
FB,1582125779195,217.25,104557
FB,1582125849473,217.305,105358
FB,1582125905291,217.37,105873
FB,1582125970441,217.4,106290
FB,1582126006823,217.37,106620
FB,1582126088681,217.43,107307
FB,1582126119250,217.45,107939
FB,1582126215569,217.6,109300
FB,1582126277436,217.625,109704
FB,1582126279242,217.625,109904
FB,1582126380262,217.64,110333
FB,1582126455521,217.545,111329
FB,1582126514420,217.605,111927
FB,1582126570858,217.625,112527
FB,1582126636776,217.54,114090
FB,1582126697286,217.49,114460
FB,1582126753644,217.53,114927
FB,1582126820220,216.94,119609
FB,1582126873044,217.15,120809
FB,1582126937584,217.01,121411
FB,1582126997774,217.0,122627
FB,1582127061078,217.01,126679
FB,1582127115479,217.06,128609
FB,1582127175318,217.025,128809
FB,1582127232605,216.89,129410
FB,1582127299833,216.94,129775
FB,1582127360746,216.93,130080
FB,1582127406078,216.91,130481
FB,1582127481962,216.92,132236
FB,1582127541912,216.775,134183
FB,1582127598849,216.81,137542
FB,1582127613592,216.86,137742
FB,1582127722943,216.82,138722
FB,1582127771482,216.93,139067
FB,1582127843388,217.02,140079
FB,1582127903352,217.0,140690
FB,1582127961753,216.99,143244
FB,1582128010264,216.94,144644
FB,1582128071824,217.11,145048
FB,1582128144986,217.145,146558
FB,1582128194377,217.09,147332
FB,1582128257632,217.21,148137
FB,1582128320190,217.24,148312
FB,1582128371753,217.24,149117
FB,1582128443473,217.17,149321
FB,1582128501874,217.255,149621
FB,1582128566744,217.26,149721
FB,1582128606752,217.31,150121
FB,1582128686787,217.26,151121
FB,1582128725335,217.33,151868
FB,1582128795493,217.225,152025
FB,1582128865673,217.03,153369
FB,1582128923327,217.09,153927
FB,1582128957045,217.1,154107
FB,1582129008674,217.015,154647
FB,1582129058840,217.055,154847
FB,1582129149948,217.13,155866
FB,1582129198085,217.17,156071
FB,1582129284951,217.27,156907
FB,1582129318193,217.23,157207
FB,1582129401941,217.33,157907
FB,1582129446700,217.28,158127
FB,1582129528446,217.38,158342
FB,1582129541905,217.3,158442
FB,1582129626321,217.37,158681
FB,1582129662435,217.38,158781
FB,1582129770497,217.29,159177
FB,1582129815147,217.38,159608
FB,1582129873030,217.36,162300
FB,1582129924670,217.29,162401
FB,1582130007931,217.31,163405
FB,1582130057457,217.27,164005
FB,1582130110006,217.31,164406
FB,1582130180227,217.38,164714
FB,1582130245619,217.37,165454
FB,1582130260014,217.35,165575
FB,1582130347122,217.48,166054
FB,1582130407126,217.56,166400
FB,1582130489181,217.47,166800
FB,1582130533809,217.41,167369
FB,1582130606780,217.43,167769
FB,1582130643057,217.42,167821
FB,1582130694831,217.35,168296
FB,1582130786567,217.4,168509
FB,1582130852087,217.4,169192
FB,1582130875048,217.44,169292
FB,1582130968107,217.6,169544
FB,1582131022065,217.73,169744
FB,1582131065302,217.72,169827
FB,1582131146262,217.775,170299
FB,1582131183628,217.8,170503
FB,1582131275121,217.7,171023
FB,1582131302095,217.68,171222
FB,1582131381698,217.6,171318
FB,1582131456425,217.605,171878
FB,1582131492083,217.585,171896
FB,1582131571299,217.695,172201
FB,1582131625650,217.62,172501
FB,1582131690913,217.56,172939
FB,1582131755324,217.525,173339
FB,1582131774715,217.48,173739
FB,1582131878185,217.37,174378
FB,1582131937176,217.3,175834
FB,1582131997310,217.33,176069
FB,1582132051442,217.33,177171
FB,1582132051442,217.33,177171
FB,1582132172065,217.18,177665
FB,1582132189804,217.18,178016
FB,1582132295443,217.215,178241
FB,1582132358557,217.24,178246
FB,1582132406767,217.29,178496
FB,1582132461973,217.34,179003
FB,1582132499711,217.26,179232
FB,1582132596113,217.335,179472
FB,1582132660354,217.415,180032
FB,1582132680788,217.4,180404
FB,1582132781279,217.545,181430
FB,1582132797002,217.53,181542
FB,1582132897061,217.53,182188
FB,1582132960692,217.42,183145
FB,1582133019901,217.5,183281
FB,1582133043610,217.53,183386
FB,1582133119711,217.5,184122
FB,1582133167342,217.45,184322
FB,1582133243085,217.55,184522
FB,1582133310186,217.5,184872
FB,1582133359823,217.54,185073
FB,1582133431718,217.51,185081
FB,1582133498511,217.57,185635
FB,1582133550549,217.555,186018
FB,1582133614477,217.59,186440
FB,1582133684170,217.58,186744
FB,1582133717195,217.6,186959
FB,1582133792525,217.57,187065
FB,1582133857092,217.58,187274
FB,1582133857092,217.58,187274
FB,1582133857092,217.58,187274
FB,1582134030409,217.65,188166
FB,1582134054190,217.72,188376
FB,1582134162157,217.7,189225
FB,1582134207256,217.695,189325
FB,1582134268025,217.75,189599
FB,1582134291625,217.735,189699
FB,1582134366397,217.745,189799
FB,1582134366397,217.745,189799
FB,1582134524342,217.82,190935
FB,1582134531062,217.8,191135
FB,1582134638561,217.92,191436
FB,1582134665103,217.915,191840
FB,1582134732725,217.84,192583
FB,1582134818165,217.82,192883
FB,1582134854205,217.765,193933
FB,1582134919930,217.74,194033
FB,1582134963500,217.8,194135
FB,1582135047029,217.78,194549
FB,1582135103504,217.69,194659
FB,1582135166000,217.69,195140
FB,1582135225893,217.745,195240
FB,1582135308081,217.81,195645
FB,1582135345095,217.85,195845
FB,1582135412697,217.85,196145
FB,1582135443324,217.9,196545
FB,1582135530718,217.875,197145
FB,1582135606427,218.08,197664
FB,1582135645821,218.035,198874
FB,1582135721754,218.05,199374
FB,1582135781666,217.91,199975
FB,1582135850175,217.83,200340
FB,1582135890040,217.715,200478
FB,1582135919959,217.72,200548
FB,1582136022860,217.79,201117
FB,1582136072832,217.72,201206
FB,1582136139051,217.765,201406
FB,1582136187291,217.73,201606
FB,1582136265210,217.69,201706
FB,1582136265210,217.69,201706
FB,1582136394033,217.805,201806
FB,1582136435056,217.87,202006
FB,1582136499780,217.83,202306
FB,1582136499780,217.83,202306
FB,1582136617557,217.78,202506
FB,1582136666377,217.73,202956
FB,1582136739855,217.81,203086
FB,1582136787272,217.87,203286
FB,1582136787272,217.87,203286
FB,1582136906952,217.9,203686
FB,1582136941163,217.85,204250
FB,1582137052817,217.905,206138
FB,1582137052817,217.905,206138
FB,1582137172440,217.865,206938
FB,1582137229209,217.86,207249
FB,1582137242808,217.8,207536
FB,1582137347201,217.81,207842
FB,1582137415285,217.84,208070
FB,1582137448012,217.9,208670
FB,1582137526363,217.8,209732
FB,1582137597190,217.815,210034
FB,1582137636014,217.81,210698
FB,1582137690175,217.83,210798
FB,1582137776100,217.83,210998
FB,1582137837543,217.81,211468
FB,1582137883978,217.86,211610
FB,1582137952777,217.875,212023
FB,1582137993277,217.895,212457
FB,1582138047700,217.89,212714
FB,1582138113019,217.87,212725
FB,1582138113019,217.87,212725
FB,1582138234111,217.82,212739
FB,1582138311966,217.76,213661
FB,1582138356109,217.74,214061
FB,1582138418695,217.715,214396
FB,1582138418695,217.715,214396
FB,1582138560129,217.74,214466
FB,1582138560129,217.74,214466
FB,1582138560129,217.74,214466
FB,1582138709204,217.71,215712
FB,1582138782791,217.68,215819
FB,1582138845856,217.83,216936
FB,1582138921265,217.65,216952
FB,1582138981515,217.69,217308
FB,1582139007861,217.765,217908
FB,1582139100210,217.82,218221
FB,1582139143048,217.865,218334
FB,1582139221832,217.86,219825
FB,1582139283015,217.93,220870
FB,1582139345234,217.96,221270
FB,1582139395992,218.15,221551
FB,1582139395992,218.15,221551
FB,1582139517003,218.12,222000
FB,1582139517003,218.12,222000
FB,1582139645110,218.13,222602
FB,1582139687195,218.05,222702
FB,1582139716258,218.08,222802
FB,1582139789591,218.125,222839
FB,1582139851768,218.12,223443
FB,1582139944299,218.06,223553
FB,1582139995338,217.99,224163
FB,1582140061569,217.86,224363
FB,1582140111396,217.87,225217
FB,1582140141441,217.85,225332
FB,1582140226815,217.78,225632
FB,1582140295538,217.835,225643
FB,1582140313567,217.84,225688
FB,1582140428877,217.815,225869
FB,1582140428877,217.815,225869
FB,1582140536430,217.84,225969
FB,1582140597279,217.87,225970
FB,1582140626273,217.895,227274
FB,1582140626273,217.895,227274
FB,1582140741272,217.91,227374
FB,1582140851185,217.89,227974
FB,1582140909555,217.88,230430
FB,1582140968509,217.85,230531
FB,1582140992490,217.86,230535
FB,1582141041247,217.83,230635
FB,1582141123665,217.89,230735
FB,1582141207076,217.98,230935
FB,1582141276121,217.975,230981
FB,1582141302715,217.97,231421
FB,1582141302715,217.97,231421
FB,1582141302715,217.97,231421
FB,1582141505936,218.23,234372
FB,1582141575608,218.13,234668
FB,1582141575608,218.13,234668
FB,1582141697697,218.19,235168
FB,1582141751483,218.12,235462
FB,1582141751483,218.12,235462
FB,1582141879333,218.155,235568
FB,1582141918030,218.21,235893
FB,1582142000001,218.2,236364
FB,1582142058212,218.15,236977
FB,1582142112823,218.09,239129
FB,1582142174032,217.97,240208
FB,1582142197746,217.99,240308
FB,1582142294137,218.14,240506
FB,1582142345943,218.12,241111
FB,1582142399941,218.09,241399
FB,1582142463631,218.09,241765
FB,1582142530157,218.05,242502
FB,1582142580963,218.025,242512
FB,1582142639205,218.03,242612
FB,1582142697029,217.96,242618
FB,1582142759947,217.96,242719
FB,1582142840665,217.88,243834
FB,1582142855828,217.96,244173
FB,1582142958701,217.83,244577
FB,1582143024512,217.86,244788
FB,1582143073119,217.83,245166
FB,1582143116615,217.86,245481
FB,1582143199076,217.78,245508
FB,1582143250021,217.74,245889
FB,1582143322696,217.77,246130
FB,1582143386318,217.79,246374
FB,1582143426445,217.795,246588
FB,1582143496476,217.825,246599
FB,1582143546885,217.895,246720
FB,1582143586478,217.89,246920
